Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol","8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,Cer(24:1),Cycloartenol acetate,DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),Diadinochrome,Fucosterol,GalCer(d36:3),GalCer(d38:3),Ginsenoside F1,L-alpha-phosphatidyl choline,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),Palmitoyl ethanolamide,Panaxatriol,Phytosphingosine,SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Stearoyl ethanolamide,Sumaresinolic acid,TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI576348,37185.12493,697258.3683,967681.1531,593371.8736,60399.02058,48724.37563,50972.50804,648781.6996,1179878.628,1019555.675,78451.84704,756353.3539,32861.03888,501752.6288,121384.6838,24187643.66,3815332.513,2567339.947,1894568.25,1854801.795,2950283.154,29844.41376,71676.72104,335679.3701,1557143.827,777577.1095,2120177.699,4806.137514,515339.2418,1240997.508,13330772.36,255516.2764,2811892.037,699712.9096,39461529.79,2488.514717,701296.6946,121559.162,368953.1455,310459.1544,89867.70246,275629.3752,257119.0804,125222.0118,14389.84684,759421.9622,712525.9744,1026153.792,1339866.19,752524.7779,309266.6094,899939.2553,90982.53353,2906052.051,4570.436476,47900.39163,5755802.273,2515577.915,5643193.615,126513463.4,233909.0315,1994336.499,115163.691,83716.91439,3015935.871,805293.5946,147258.127,179803.1,214756.1867,343834.2002,20306737.2,9258243.609,28519983.26,17915396.27,118976.6093,1138872.921,2715882.182,2154728.086,4353563.347,10626730.42,2148647.934,29442.33379,37026.39536,48084.19131,123953.5286,66571.99809,7194.923208,14508.62259,285016.4991,104342.1944,2648490.185,14712912.76,4858932.298,1042625.837,369481.4818,5134769.274,2116142.704,154132.1764,457870.2664,881989.245,29341.49472,44884.94493,238492.4284,387320.5349,16840.11268,1756856.737,43634.6599,186253.1687,3799457.153,20210.29033,232496.2469,98048.28966,264881.9716,1911621.315,4258.051613,19606.44946,398564.3231,179079.3148,72498.83705,73900.09553,387297.0601,180080.4271,65319.63392,115464.4328,7568.305315,18300.22623,16519.26051,67993.88694,82964.13486,37411.98386,3101.329676,119656.0201,79846.39947,38636.7262,10074.25829,1236.657701,5988.529118,165665.6922,371644.5476,229208.7158,16471.82419,13577.95663,7732.772738,61993.53402,237466.0027,604114.8555,1224791.3,1802947.846,1449773.126,26638.30087,26956.66095,110572.3968,378236.9478,932114.1904,2173754.202,1639041.713,5326217.455,3070153.834,1455424.598,89434.04068,30580.24938,30310.24006,64267.77295,71377.44883,159308.2851,25279.3603,9334.235563,4671.086611,31942.1635,16818.34446,14270.12704,22227.37439,12741.6916,21416.88642,34519.38317,22332.62313,98051.54629,304425.9045,154207.9706,1537163.508,1056733.09,8993263.549,679994.47,39552.93926,92701.71817,225462.6944,4668.147631,38772.0252,807757.0107,408152.9797,143126.5671,66959.06152
PI656119,45430.24202,487082.9209,1319522.292,638857.1076,58773.09395,42441.26996,13991.45598,695801.4171,950480.3481,848362.276,29769.13825,934382.4694,32937.08724,485871.8602,28959.09388,23178850.62,3798496.62,2479173.334,1660749.302,2250617.289,3340323.346,83665.49611,75707.36,301120.4785,1589757.892,830453.6471,3315373.853,6034.514938,440111.4182,1189511.593,15026265.56,259867.9616,2679476.535,646158.1069,36086843.99,2683.564643,740217.1552,120778.5599,399557.185,311884.0093,34520.19104,263562.3698,312552.1427,171756.5497,57192.81348,643967.2919,541490.5509,618339.3409,1723782.015,639539.3363,368825.5232,858744.8224,98849.97692,2876066.582,28075.76988,39399.19375,6670878.159,2202184.703,5291396.941,125997397.1,271992.5805,2380197.061,97755.71869,135213.5105,1284226.147,898029.668,121269.2659,134585.2568,121423.154,158043.1458,13656411.97,6019153.163,19434055.51,10262664.39,64713.25351,764021.5959,1634835.056,1107377.482,2214619.913,6349114.302,912166.5895,16098.513,22160.80071,32686.75333,81763.66408,21168.74533,28596.40688,33541.17791,247092.1775,84985.54578,1789414.344,9269086.934,2954091.198,831627.2529,181579.434,3426355.768,1194408.866,85847.26462,440767.9703,720043.524,17318.37323,34258.50804,76909.72168,325070.5137,19865.90245,1672966.264,41658.67036,180946.7531,3594468.299,15751.90466,207176.5156,82226.02598,227680.6073,1731182.057,6293.774953,7398.639079,170881.9327,59639.50331,11039.24096,25302.91506,128237.8239,78326.31813,33836.85356,53457.60198,5935.621042,9103.059982,11122.87307,36660.61537,47397.87534,15618.57453,2027.641252,78006.86791,41261.83615,18071.38021,4269.890999,1405.117565,5949.793492,91272.95762,152997.5592,84975.44095,8722.409917,6518.737795,5212.429687,35897.40796,145001.665,287147.5775,654478.8494,1087377.802,1017424.605,18952.85372,8974.662315,58546.31845,161572.2411,484496.2231,1320592.9,1271497.147,5628699.673,3035483.909,1705618.233,32223.6319,3531.277235,3693.626246,13600.53545,14429.31217,126235.9334,20725.64789,7678.450423,1586.20332,3120.456038,2152.321587,2148.501765,1819.498425,2740.099817,2538.174415,3912.837754,3568.023101,110868.2963,315003.9953,174535.5156,805349.9898,360466.8608,9872768.596,808843.2638,29251.81884,99441.17003,196030.1666,5083.708126,34428.73987,718681.0345,323036.5162,112891.136,52044.67458
PI534127,45231.06795,1080534.633,1182165.292,625982.4018,54757.86897,55560.21325,18470.94414,538489.9198,855632.7719,739949.2482,25441.68964,537060.4488,33193.01867,674232.4714,59246.2799,21917316.65,3438600.767,2250212.045,1450723.095,1557391.258,2581425.149,30935.74527,63228.89687,284627.7336,1119352.269,603184.5394,1339051.809,6571.706644,473855.6389,1207235.735,12683230.69,316063.4008,2753791.586,805230.6501,34876102.23,1878.813025,581216.2496,115268.7305,340163.6045,267884.5199,32424.43488,353456.5337,134145.4093,79373.82456,15181.6801,1105297.919,1102926.138,1005340.274,1831559.269,578994.8682,278034.4579,754222.8464,72004.71052,2713271.479,5214.598983,49490.80232,4895303.073,1948156.425,5217640.286,119743265.2,188836.5074,1704116.295,39861.8619,53159.67327,2669137.581,645265.15,178682.6873,184700.2479,167495.669,194349.046,15953885.03,8241010.217,22475520.21,16683951.67,122561.6447,727543.5201,2131959.82,1855943.159,3371781.185,8372002.083,1904485.164,19085.7533,25328.00798,24232.50816,68221.57634,40378.53156,7590.840603,14051.9634,221977.479,68830.75689,2066919.855,9719598.382,3784304.775,910297.843,207222.6309,3930356.437,1549150.851,133700.4614,404249.941,749136.6352,19454.11545,33675.45782,67762.44536,431677.0399,15019.25829,1221441.414,26739.33315,199463.4158,3029007.009,16285.57496,198176.368,81896.40423,237979.5083,1493159.975,4598.485674,7173.491522,273086.9124,153917.7086,43997.43145,76300.67285,326194.1974,166121.0512,66498.69564,107918.2281,4722.428106,24452.27471,16067.97404,61317.88988,67271.41604,51314.55918,2425.627156,96016.3259,88472.30757,44911.78797,8054.514834,1655.070272,3175.643186,124865.9903,192575.4335,91441.62118,8758.832371,7546.924149,5127.682107,47828.21429,158611.8491,351006.2255,676192.9641,1008565.686,876225.6175,16072.29926,17210.05582,76709.41635,207874.1559,582039.586,1628313.299,1420056.954,5285100.082,3236439.262,1678211.553,74294.79651,7394.585059,9015.632053,19599.42091,25161.31666,145663.8209,19764.88837,10316.08892,3575.579081,5287.86961,2874.978353,3178.830792,2186.164796,1949.400334,3922.964083,5666.707046,2456.114152,74417.03866,243607.9465,150177.6346,1494835.842,250321.5895,9243017.025,679563.7464,23142.53323,81012.50387,305833.0052,3378.610554,39767.87666,877413.2034,530708.1894,188190.4724,85935.6713
PI656091,67701.26436,1152148.62,1202592.838,579629.0613,50971.03752,38118.69426,17442.48046,897453.1937,1145892.593,964660.9709,17913.00864,917131.186,33461.01108,619078.3539,39859.60797,26220132.27,4377238.507,2563474.353,1711549.097,1887041.567,3729896.807,66742.68327,74008.81226,291853.5863,1245070.691,831428.2902,2416897.358,11317.24483,392563.7349,1091569.449,15122713.85,281806.9319,3439311.052,822327.3489,40941252.51,1948.66365,688959.8625,111035.0815,379143.4179,301733.9918,37427.28475,242312.8305,423225.1657,144063.6769,60454.50453,1092384.658,1162242.56,1027676.103,2104507.609,738600.9605,337059.9296,857658.4172,94764.15597,3264173.079,6772.770206,22090.8807,5742428.464,2444818.119,6811076.089,138347340.5,243894.9177,1542140.368,256848.2615,79299.19465,2102766.299,1059231.472,180617.7246,250500.961,155418.8322,221448.7781,18534403.25,6802946.093,26017276.86,20586631.92,104045.1751,869727.6157,2591205.509,1593672.357,3290002.31,14471394.52,1531935.814,18668.75583,27583.83258,57082.42077,97963.19332,39773.43424,30227.25458,10703.00179,280644.8122,70226.96134,1632922.374,11788959.05,3772936.468,966144.8962,225188.8703,3395661.283,1743633.205,145368.2902,526655.835,876131.0174,30806.26464,48371.04682,81277.79749,172731.0843,16657.02785,1103131.715,20796.8822,141979.3238,2706116.314,13715.32578,200029.3067,75070.33648,244463.5587,1348800.126,4038.399808,8101.643371,128324.0249,45271.65017,19893.67126,32651.35926,174141.4363,98756.05068,39308.59234,72386.38069,7678.840722,27577.42101,33561.86837,76188.81027,92722.76274,45409.6359,4071.797366,120327.7427,130761.8993,89481.48522,12569.42472,2237.569329,4713.46002,184546.3667,279028.7582,147874.1068,15582.30916,13493.23907,7236.371661,64878.14977,242162.0009,440286.7134,851891.3785,1564951.997,1667195.802,13159.75603,25444.52037,142996.5844,365274.8495,840791.9306,1432292.191,1330915.244,5853553.808,4202182.447,2662918.932,55442.16827,16432.48262,9495.45856,23716.0875,23854.78347,141168.5655,22197.18261,13584.71143,3250.109603,10156.3717,3207.050364,4163.743327,2270.392059,2037.081718,3210.61822,6442.954878,4420.665709,83116.77144,289578.7617,168042.1206,1511437.231,409324.6287,10605697.6,806525.2632,63210.34454,83803.16984,166376.0198,4116.101952,34715.63027,864134.6294,315565.6127,109870.8205,52536.07958
PI533869,47024.7435,725018.8985,1100797.417,649016.867,53582.13942,23041.00569,18530.64592,706066.9427,1109077.745,872889.25,25177.49513,731370.9677,33633.92902,428262.1478,11153.18303,23218921.19,4138708.862,2609574.485,1776405.822,1888590.557,2519918.669,39499.55097,88054.67583,366026.719,1797787.564,1017655.072,1985704.616,4948.076711,523506.0531,1432942.921,14524810.51,388733.1502,3291387.384,710572.2861,36622299.63,1144.618826,682390.4648,115984.8484,400812.956,341663.118,37020.1064,177107.2771,386100.5453,243185.482,40891.10406,762391.7859,744951.0076,1125730.104,1847518.429,738931.649,336243.4681,901187.057,88123.62904,3071214.677,6756.565676,22093.89995,5740322.707,2333209.117,5479511.617,122916355.7,340697.4143,1934412.3,185945.7419,224197.0638,1402860.807,1338004.443,212172.1521,185306.0666,243386.3477,186251.1491,21665810.18,7118160.827,30437707.76,16316001.62,122290.1717,890703.1457,3816068.739,2113902.226,4872368.605,12866272.87,1009428.383,20709.41837,31516.99305,102379.4356,174731.0242,62212.10455,20445.54997,37059.78152,276745.2371,76537.0165,2086925.895,13351844.91,2885985.419,925841.2143,209225.5931,4044456.19,1516837.739,96295.30371,497469.9303,856289.8243,22608.65326,49317.8794,80100.86175,189560.9422,14950.92452,1305996.544,25921.84005,186774.4319,3806863.611,25137.42634,276751.5368,101236.3853,265977.661,1807215.133,3809.164892,8934.631715,56235.9819,13461.23851,9175.517289,23546.90213,146516.9936,64794.26956,28340.92629,66687.90782,7294.154013,50014.79986,87477.10279,98394.26901,184617.1763,100274.9029,3006.60089,139941.0981,297332.7743,251468.9063,21635.85195,2093.368018,5211.021225,295118.6037,360516.5081,146048.4097,18466.89468,10311.1601,4181.107977,79383.1422,279139.0919,460372.0376,877355.6136,1115596.75,827905.027,10786.54869,33438.71156,141142.944,380497.4558,686096.2207,1188392.567,1439890.005,5275954.023,2377010.566,1093560.149,59019.74018,23401.33135,8174.407473,17989.51658,18778.66736,137716.2997,13387.55678,4839.925479,4645.008614,17994.89805,2804.568181,3405.627739,2529.81505,5040.877776,5360.374571,5538.874381,2527.882974,75494.63462,236635.6293,135116.8067,1707441.86,448161.5258,8939531.627,682173.637,23732.96196,75880.19568,189557.3704,4447.526355,39848.14038,742427.8243,287659.1997,97954.224,44691.42733
PI655995,88806.13964,1073897.432,1014302.647,601616.6829,52551.50709,37985.95514,16985.62886,510708.6757,877441.3411,723487.8999,16657.17159,813120.1584,33846.50513,340204.5342,42312.88907,23487865.55,4066229.823,2456890.651,1545690.962,1806256.52,2627923.722,44026.42543,86333.42891,316847.5804,1396462.53,695919.4839,1551749.783,6537.586183,348982.9983,1201716.928,13215798.49,321868.8739,3795978.186,657336.7629,35000643.71,2477.529646,630626.8174,103106.2077,350102.0573,281278.8909,38028.10004,280173.8618,274724.2446,86573.70439,32491.76844,1005311.749,1099640.836,1144492.16,1407296.094,643909.8943,302763.1758,853341.4366,82518.82652,2890135.168,6348.79495,21955.10413,5438723.695,2473851.78,4985631.686,125411897.4,185360.5989,1401996.747,92467.96322,62072.23921,1787683.961,852519.1742,178616.9251,220459.018,228091.395,227435.1814,22698055.48,8890115.975,32091135.17,19492802.11,115575.4553,1049411.879,3806326.029,1923718.834,4321766.083,15182089.36,1348850.672,20251.67552,37871.73646,120588.3606,136563.6974,52104.11451,16245.88405,9605.825477,244721.8022,47615.42813,1755887.848,12231157.81,3018080.012,967467.3064,232940.6477,3641027.522,1579039.81,110344.5176,399188.2956,789602.9279,27108.60743,57952.0054,71055.13584,154517.1066,11396.02241,1198280.237,26445.43244,175569.3465,3389017.241,14043.59016,268269.7975,87107.05733,245631.9803,1567470.131,5042.932212,8216.822428,114479.6845,43102.28611,19867.75424,42043.51845,175382.5724,96904.00865,35475.21738,65874.27736,8421.855807,22007.15805,27290.92938,72321.41406,69736.96275,47295.2347,2082.32426,106032.348,112565.5666,54229.02065,8237.089067,1779.912873,3491.982171,159670.368,236775.6355,85252.81074,10771.74034,7600.667706,3527.528365,58410.78799,249654.9012,401000.191,694831.3426,1009876.283,832970.48,12410.9004,16488.22095,127697.0166,293149.9578,728750.612,1468100.471,1345369.896,5443100.515,3009883.813,1458406.867,37649.88427,10787.52226,8730.839496,18223.37682,25074.86267,148707.011,18971.89499,9733.604443,3117.356927,7953.750594,3105.300657,4507.132083,1829.776955,5628.701556,4216.806835,3444.625418,6158.360028,79987.51397,236874.373,140063.6713,1739178.689,498106.9972,9109171.508,676990.0906,26639.48273,66779.20594,185660.9668,10627.4678,48437.3642,920022.4497,329333.3638,113117.6221,52685.06746
PI534047,53104.67511,539335.0899,864456.8673,694760.8709,64656.39131,34088.86169,21419.81965,476247.6217,666616.6284,512065.8999,31465.0558,696171.7799,33887.30115,542807.9522,16121.66488,17926444.92,3456454.673,2176098.186,1232563.414,1408878.6,2603812.94,33659.41985,59894.54847,240276.1396,1158621.119,684447.5039,1869897.154,5493.520895,288584.9728,876852.5102,8358065.507,202258.7861,1989823.299,547962.2335,27659503.09,1683.57611,544858.1346,121187.474,304296.9642,249604.5048,38913.7612,261523.9605,172263.9153,115862.0804,30323.03147,721760.4943,594776.0802,888589.7384,1350686.881,477503.5946,221892.3679,704136.4102,66135.80314,2168884.674,11826.21246,31925.01093,3796472.512,1633264.03,4081230.661,97740419.81,168258.4552,1540015.795,54858.11292,56919.92055,1331318.487,735516.3826,111838.8862,104677.003,106118.3413,238921.584,12567295.35,4688937.187,17945226.32,10410852.93,57782.46219,930609.2893,1430023.67,1175533.43,1898292.661,5920481.69,999573.1169,17378.34468,21192.9653,35096.56961,86276.62814,20487.20092,15161.51834,13783.39313,190054.9676,67761.99649,1444746.326,7552330.717,2882331.133,694748.2101,248574.979,2659105.639,1074847.093,95112.84436,247184.2308,546853.4611,13676.499,27775.49751,77183.597,324047.6863,11825.97765,954174.2978,19992.66137,128229.7138,2104966.621,11036.56922,149126.6818,58449.6424,165052.2672,1017388.889,6596.373547,7253.248555,114044.7641,45667.92816,7729.606725,24803.92597,131268.0691,89340.0752,28795.64855,50595.97673,5444.850924,10314.81822,15584.81677,50854.9202,37031.24739,18481.14705,3397.744398,95836.81597,54756.04176,17255.17554,4016.478692,1620.415544,8909.454393,117283.7516,201696.9738,114815.2964,10544.70706,11140.45121,7177.704788,46392.61421,193569.5825,389009.7512,731730.3764,1216096.931,1236708.669,16315.50131,12196.14076,74706.92342,211584.4649,567839.0322,1530884.733,1203537.996,5041932.075,2983890.636,1748087.82,29093.55033,3762.002249,4110.556161,16621.27834,15938.57457,115695.5599,18949.98285,7484.171185,1657.260857,3027.139572,2401.872778,2184.022502,1883.146572,2190.511822,2777.436576,4291.041093,3386.685203,97331.77844,247984.0985,121227.6766,1339982.441,280051.6762,6717660.681,429100.3193,49715.55143,83604.99773,241385.0687,5657.328824,193839.2169,734765.1675,296558.2687,91633.70868,44216.72287
PI655980,78192.93565,639546.017,1148959.187,911088.5872,74724.34112,41458.20375,14619.38256,886898.8471,1082270.762,988238.5733,21663.52544,811988.0447,34236.46633,536474.352,34787.9686,23808755.83,4330873.308,2747705.854,2034882.268,3011139.119,3219225.743,61786.70773,127673.7227,528916.9029,2581036.948,850535.8361,1726702.326,8521.094961,619287.9476,1713142.585,14687736.05,440377.0014,3631114.506,798081.4574,37783590.83,1278.736972,701077.1114,135827.0929,457771.0063,377252.9195,61081.05404,295357.9804,318373.2679,73804.36231,44898.72852,857500.2535,693222.8417,1082245.906,1881265.444,787693.4976,406266.6908,957757.7433,138955.3831,2961689.855,8837.970735,50848.10877,6572993.994,3722240.291,7012313.034,126979391,184022.6013,1727614.636,70223.7785,73702.64616,1381990.866,2109446.383,243261.0155,173677.9617,235315.9758,205348.3679,33115984.91,10197029.4,46819143.22,16933595.45,118555.1954,776878.0128,4569169.33,2411267.234,6039141.055,13919075.23,1027335.585,14984.41121,55567.85922,110654.8611,211924.0057,51798.36614,22449.36458,12806.89032,296468.9663,69786.1187,2712180.913,15648259.57,2844564.844,968609.8449,244964.1555,5255468.263,1624828.582,92629.15574,557404.1233,819463.181,29313.58498,55573.63557,87785.30459,205896.1115,11390.10501,1398790.075,34956.25678,172198.3319,3126730.515,22008.67558,223864.2321,91668.09465,248120.5686,1571858.192,4497.948582,9506.700872,125303.0041,41870.01458,21936.25238,30485.261,233943.8012,66409.35742,47143.16601,86943.87187,12440.10474,67146.00439,107802.9183,126635.5724,216775.9938,132382.1591,4289.837654,162647.2711,287074.1177,180630.7345,38419.72972,6491.920354,9354.234085,409135.1385,599737.1573,216197.1282,12211.54412,14549.16945,5569.188678,93246.00722,414857.6917,809556.0863,1600067.05,1767165.89,952963.7924,13067.25185,36860.30701,162687.4529,463458.5127,1180306.549,2438924.755,2265283.434,6660874.915,2660681.176,1083730.103,57825.43046,25163.24142,13020.95303,48558.62193,48052.40173,208318.1973,19132.01989,6403.558096,5261.818872,17099.76857,3927.803025,6305.857209,3745.371413,2247.813166,6931.322385,7448.716769,2353.170374,100984.3082,280323.3259,148268.2916,1629064.897,321542.1695,9124320.474,685318.0979,45321.42743,94590.46002,173918.136,4640.541961,73894.05669,2335882.589,330199.7278,110758.2528,53872.23648
PI655977,59398.25573,1126823.429,1536553.899,1061930.46,97251.3383,61796.92176,9972.731652,1083180.135,1597528.814,1181727.998,48561.32979,671227.3875,34381.83804,719317.4537,145135.1155,23450441.73,3988921.531,2550963.146,2439317.403,2874536.432,4447306.182,68950.22898,104354.9931,446598.3912,2668845.073,1290797.709,2166258.663,4975.193571,519206.9842,1725553.705,16287024.02,404459.8142,3823983.637,1684006.634,46733510.71,4353.380382,905354.9858,169710.0002,399584.5094,349809.8477,49741.08419,287788.2404,379801.5652,81746.31688,40977.21189,1260977.563,1180561.168,1532589.92,2068986.786,887113.3942,421597.509,1040736.248,154520.2877,3516165.305,12275.7251,23930.92796,6926360.291,4858946.397,12589371.92,150028111.4,286638.1094,2229307.968,94582.53254,86310.72037,3624154.773,1555763.652,173035.1261,229724.135,200564.186,427856.6445,26980061.75,9536731.98,38298478.37,16388949.83,174344.6547,756084.6157,2720522.811,2677537.09,4565527.28,15323034.33,2881437.345,32195.53442,28490.55006,59645.73087,293366.8619,59178.0846,20488.6083,14842.40676,327059.6349,65733.06003,2882719.79,15793999.65,4887387.467,1151454.648,338929.1634,5830398.525,2205998.566,146715.1263,596762.3208,1401426.235,40613.49087,64099.49274,64113.38492,253629.5652,10538.11979,929568.6751,44159.30407,280254.3285,5767912.692,37120.71244,385362.0048,218247.4443,681780.313,3184312.285,3229.279782,8896.032011,730953.7716,283255.3012,80631.84917,187297.3179,820178.8666,390967.7746,197226.3521,307703.9829,23184.85999,50286.68299,96460.14561,132318.1563,192891.1057,84350.48337,8729.050599,187212.942,279571.6097,142522.7645,32032.42526,4780.973866,9266.540182,259041.757,463233.5102,190705.8727,27855.07053,9210.697831,8901.717722,97071.9242,400430.0828,832842.2674,1315332.761,1589100.709,1147416.021,34321.73361,46896.89845,206555.3618,895536.1159,1800387.916,3761137.512,2924402.451,8598356.676,4834130.525,2346418.063,88313.82831,26219.94312,20761.90815,56642.36627,31398.03066,179950.5414,28925.70761,15362.67112,16500.42985,24989.39322,12217.0409,12225.95752,4394.471924,3129.66987,7885.858712,5483.138078,3880.124238,113783.3149,352904.4792,222344.5594,2285678.832,440364.2852,16591392.77,825216.7137,40058.00616,98078.50619,184366.1785,4145.583749,36333.46674,799511.2774,452526.4046,163887.9634,78831.78618
PI576385,72089.03175,1345875.109,1194072.338,516581.2259,50638.37481,45669.69977,9881.805866,870046.6787,1426628.256,1070321.297,16004.76317,764375.5216,34440.61358,719401.247,92717.8621,27616723.82,4034170.977,2623620.387,2111584.335,2193413.712,2808393.466,45354.22294,69508.92417,342153.1641,1880860.243,748787.1065,1795504.155,4220.902559,543769.4723,1281486.23,18222980.07,250014.2868,3583144.892,865127.0899,40953520.24,18668.45716,855529.232,103566.0595,355752.8714,301218.4225,52460.86601,164281.3866,577819.8461,163442.0305,72161.07746,1184949.762,1397760.686,1466858.292,2599528.114,801098.7211,464769.0918,984652.0032,104782.157,3187086.952,7303.920996,82537.60737,11253910.88,4511275.695,7579243.937,150672005.5,238081.0293,2344033.329,77973.40545,161709.78,2622013.384,1143497.99,128622.4612,138545.1969,172530.179,288571.5526,32858700.2,12408169.52,47164839.33,15462910.28,127027.9259,1202582.513,2507230.766,2353221.672,4454938.538,13154849.6,2033483.092,15638.21065,32457.40644,48580.24973,283318.7566,30744.26167,36080.53866,27096.35861,300489.2648,62521.3648,2512618.261,12648578.73,3510537.51,1006487.668,264556.1667,5007428.768,1877083.601,109829.5324,582407.2236,1246252.749,22980.91345,53273.2083,62618.32314,185799.4678,34653.70222,2167727.366,73306.38016,276985.0977,5198546.977,30594.06741,274792.9349,128167.4338,344699.1477,2442442.849,3764.252456,7647.344672,469976.3232,148831.8727,44807.81298,80956.24749,360091.4553,182049.6821,82017.6315,124494.6493,8540.179779,23747.20829,20768.15109,66185.40056,92197.29709,34976.13116,6467.537029,98290.85556,133698.635,85748.33595,13899.63089,1694.038365,6315.816462,136277.9801,243404.293,107118.9421,10979.60955,8173.187981,3227.169737,45097.6902,194391.1539,441248.6532,910324.4013,1158439.248,823324.3207,15289.53048,21068.6541,107140.8787,410165.224,764284.7851,1755261.4,1624542.144,6027452.892,2471615.544,1189974.713,37303.19937,11919.24376,6996.558145,19576.51793,12182.24451,122347.7909,20981.34747,7920.392737,5124.111639,9770.020058,4500.526435,4515.623103,1123.875768,1361.213348,3604.642207,3031.365229,2117.238271,87101.54534,259664.1797,195210.1936,2222561.995,544728.6128,14715401.27,1003820.421,38205.20368,79724.55142,304061.956,4520.651222,48766.10026,980471.8431,711941.1128,291934.6846,127802.8599
