Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol","8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,Cer(24:1),Cycloartenol acetate,DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),Diadinochrome,Fucosterol,GalCer(d36:3),GalCer(d38:3),Ginsenoside F1,L-alpha-phosphatidyl choline,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),Palmitoyl ethanolamide,Panaxatriol,Phytosphingosine,SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Stearoyl ethanolamide,Sumaresinolic acid,TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI655987,62401.46861,915099.2398,1492381.493,547081.5543,53835.79958,44658.8745,44681.47744,953465.9648,1422928.725,1004395.043,48218.08091,1082150.076,53622.17515,506090.1906,67942.06955,27780610.64,3150891.796,2426501.103,2130480,2651797.275,3998755.597,155966.8658,86545.68131,414713.1086,2253280.503,1418204.551,2404676.254,8087.77028,579672.7036,1616008.434,18648040.43,308094.2356,3756355.78,1102867.077,42800562.39,3051.268702,896685.8906,122653.4707,427433.4347,399306.2679,161622.9759,344577.6935,479070.5878,102739.4653,76923.81167,843844.465,951674.236,1001712.419,1932933.46,795197.5931,458744.7534,806526.5437,130612.6041,3406906.796,17684.06849,67675.1411,8066843.998,3503817.078,8737316.626,146898618.5,242792.7581,2467916.258,144381.5501,107209.0726,2180588.484,1069756.577,202283.8275,232361.9827,125439.8083,193619.4038,16904443.32,6606285.945,23981857.67,15435342.51,105047.5906,760041.7871,1994693.626,1449371.023,3029258.046,9340840.86,1560023.242,30632.94886,26529.2605,30180.22411,92556.93035,34161.69688,38461.90067,14077.62455,294568.2887,63533.28347,2254414.883,12453732.96,4226873.198,982929.4308,218814.175,4113226.823,1703736.311,135424.914,527190.158,1247863.202,29777.43222,64358.49476,408969.9896,225834.9813,36017.67595,2351765.448,70940.85317,302269.4705,5323390.659,35145.97627,302851.5785,128340.3138,389951.4381,2364370.308,9262.672028,48442.45291,232407.6055,114740.9429,69805.03224,227183.3484,904232.0906,506410.2576,231529.1999,364987.5896,38322.66471,52293.5653,63888.90785,125755.4882,212589.099,62000.54002,2150.725205,225217.2068,124602.292,98630.22497,23017.92301,5283.424742,3945.403753,232849.5497,315100.2937,144518.1261,14729.93225,8683.672072,4620.971461,107880.1047,324612.1643,553761.3035,974603.8872,1430635.691,1162196.679,15614.01513,35667.46378,172603.2848,427591.0627,903866.883,1979607.712,1794910.679,6627227.005,3592582.335,1951796.117,48207.72032,15571.45492,9142.17519,14831.66344,14745.12516,159971.296,19530.8762,9911.98887,11506.95185,15372.73618,7055.260128,5511.25979,1962.623877,1908.097331,4863.363991,4871.756029,2915.855551,104756.2683,404966.7553,226675.4804,1409454.205,466055.3681,11742776.53,1036990.064,45064.70694,122884.3098,93462.39708,3345.92962,50572.92527,1314383.3,174465.8685,69656.83779,27548.19569
PI655975,68000.04315,833405.2896,1276542.487,1047254.825,94656.36633,21738.56127,17372.32517,1103439.164,1457749.589,1192240.4,54043.80571,1122858.659,53635.90175,792447.4563,51.18560467,27421370.01,4485899.925,2657365.072,2329067.21,2681092.184,4984192.917,81815.94091,91666.54398,384469.6766,2057226.529,1289721.068,2512569.965,6253.532128,620767.7825,1669592.526,19097829.38,276279.2793,3437409.757,967180.3463,34819897.51,1233.487032,895051.9938,169285.8346,453013.7369,422689.0424,98762.42812,541828.4187,329467.4596,166699.4598,26933.0411,1092434.488,924947.7889,1439119.068,1871561.22,910426.25,487774.3657,992095.847,131317.3059,3305695.574,8802.372561,70345.74014,9032123.093,3675901.201,8458761.285,145300129.9,245108.2436,2671641.817,120930.2208,102353.0946,2418234.381,1872032.129,249263.3341,299274.3948,229939.6574,484823.8793,33704570.52,11688357.43,47510419.69,34126457.82,196554.6383,991172.6579,3423721.614,2322333.936,5535758.584,22515440.87,1930851.297,20585.48649,30514.44267,82731.01118,175002.1558,57099.98778,13466.52057,17934.16448,337300.9435,104163.3405,2764757.355,20230023.3,5244116.561,1179282.429,474584.2724,5649764.542,2804937.851,216204.5806,582045.2318,1322608.602,73311.61147,57125.34618,253734.1932,278068.1415,16172.29216,1940326.016,42683.95399,186451.0849,3594915.441,18022.39841,205655.4898,91825.16963,249821.287,1509415.153,4282.955036,21103.13396,57174.56032,57582.38248,83228.93357,238412.0411,779636.049,339024.134,138519.2673,238365.4515,33923.14807,79187.70056,75647.60891,137200.7101,181879.4051,103277.2107,3516.39738,187832.2796,303062.329,285745.6776,30016.87292,2334.213071,6738.431717,391743.156,678286.2057,313005.9445,45346.28988,13414.07965,11306.12432,137482.0435,597052.2067,1055492.855,1775610.227,2397100.259,1981803.748,44867.97814,35152.14292,437613.6809,1221729.483,2350082.252,4190084.269,2468550.555,7196191.545,5252421.688,2860347.742,93403.50286,60729.604,45714.33325,76577.66443,43502.54626,218394.8423,24096.54069,18029.57144,9437.317453,40864.18658,14966.1119,17828.81855,5605.076965,4481.225269,9628.13143,9895.428658,6436.513806,118279.7885,421605.6714,200042.8347,2189939.987,1042040.99,11065372.17,837898.0601,63859.69054,107672.5546,111948.2623,1748.564049,36103.29285,916153.5816,255714.5688,96656.02904,39508.43006
PI533831,63967.41117,651272.8979,1231149.892,1071885.556,86067.34489,34984.70699,18356.58748,651384.6921,1090734.585,854767.0032,44441.83455,780264.0072,53706.89731,801364.7792,61237.88578,22332930.69,3537874.59,2563559.73,1767512.361,2199305.046,3406013.572,77159.29423,89712.94595,348736.9349,1801814.426,867796.9796,1682457.22,5074.609285,442498.4819,1148083.126,13158411.4,277294.4582,2840488.79,576820.9201,35442515.43,1292.758785,682205.076,150489.2133,381140.9539,316986.3855,32432.45266,311468.6872,274763.5733,109754.505,28145.23051,1025332.502,692927.8617,1087089.471,1775477.646,650872.0491,314006.5952,760091.5194,90539.68775,2702779.054,7456.895719,22495.37029,4974555.239,1988886.736,4634787.649,120495619.2,158442.3266,1988782.206,82412.66187,78899.78031,1864248.585,1312742.804,169351.9761,193552.6254,209859.9487,299604.1776,23189697.82,9109883.873,32651296.5,17769766.15,128711.2918,1653463.73,3200070.705,2155229.385,4122550.586,13885061.68,1382108.468,18495.77151,42530.49648,60913.27179,161369.7853,43879.71555,14072.61493,12645.5788,260795.2618,93207.05892,2166545.755,13171199.52,3611642.023,927748.1522,297619.7401,4264810.182,1823037.691,129411.9259,423431.6571,808924.9058,28609.35631,41908.6917,75778.58458,387563.5908,11467.68951,1340496.824,33619.38576,150977.4983,3280875,17719.24924,225742.4268,81798.83748,215057.4093,1463870.718,4750.173536,8554.984117,197107.5591,74518.30661,25971.06438,35500.57787,178887.4627,87907.60892,33786.36952,59573.0482,6302.739751,20978.07662,36109.15866,73801.04911,101980.6528,48595.25848,3380.9994,116373.4667,157619.4676,137430.3487,14291.41394,2114.314321,7726.758614,185203.8922,298171.0603,145795.8361,16197.87749,8910.18796,7699.517764,60332.81938,232084.3172,491297.0709,1010928.931,1470819.278,1149834.953,36418.53194,15939.73817,131658.3274,361587.6033,829704.6662,2249274.739,2266324.479,8238928.14,5072345.697,2180604.367,36806.34074,14328.33214,5658.879664,32784.79097,34357.40765,203739.5062,26110.84306,12176.81882,2651.598942,5916.300498,2149.119632,2689.814508,2562.390848,2274.173216,3179.159763,5680.042864,2319.332175,107373.4507,314771.3305,164652.7062,1642487.168,351671.9534,8647694.25,668067.4768,23546.17732,67027.05665,129497.8422,2158.825577,105952.764,4040538.392,240494.7323,85520.38068,34969.42075
PI656044,66713.51168,1308913.961,1044221.143,913079.2912,98877.2681,41673.20601,11460.9391,784361.4742,1196553.518,896226.6618,10775.86247,791123.1287,54082.54598,1054983.933,126041.3926,27086767.26,4213299.991,2641951.995,1862014.638,2123225.721,3547918.066,94309.66992,91422.37055,379989.6592,2237772.914,1153498.506,1865206.765,5591.72205,370181.6921,1414514.173,14526536.94,282762.5024,3696725.627,1041242.009,41858511.34,2659.506608,735454.9598,162837.7191,334930.0491,304541.6942,50824.06612,248755.205,295061.9677,156772.306,31902.81035,1700762.206,1323518.511,1194055.512,1568259.91,810561.8169,348247.6966,992583.145,109541.394,3335079.781,6854.2379,21845.08025,6196663.608,3100631.432,7626099.108,145794613,269010.0247,2250813.052,86535.62681,107517.3963,2627038.379,1057301.619,129695.4167,153553.5866,206198.2086,287477.1508,17545017.83,6281085.594,24961738.5,17262650.07,136361.3789,642222.8075,2613516.194,2089437.525,4089968.002,13729410.26,1978412.565,15779.53837,22042.67902,35051.86135,108895.0801,49215.36468,15951.40794,18665.49291,306594.6902,65981.4352,2127888.81,11609706.7,3599127.516,1038085.171,242792.7607,4398940.164,1729328.463,129892.3218,507012.3301,1001217.802,20477.73872,65882.27022,89154.81178,385852.0487,21630.7806,1613751.117,21716.0278,219466.6123,3766825.567,16543.08387,303516.6493,117414.7194,351601.0274,1853664.103,6761.40994,8911.919989,635080.7022,209979.3796,60685.38959,105490.5224,462592.7516,233850.3745,99517.82606,160110.873,7091.065396,26494.56236,16774.85364,74721.87007,99289.75286,29731.38576,3815.73734,115951.8869,122676.0781,61652.24502,9991.892012,1972.814722,5539.196413,157009.082,331100.8203,159291.8782,15984.12398,16444.26596,5365.209884,60234.66038,298506.7034,671771.6507,1343947.947,1840108.804,1439846.178,32641.92704,26051.42549,196134.7746,798447.3106,1362884.247,3307903.162,2652704.98,9048746.161,5617455.699,2723083.951,134973.9905,16921.4341,13880.76941,52602.94062,32097.69306,202977.3092,31337.01371,18637.90373,7394.739816,17810.22377,9761.512938,9751.431874,4591.276501,3375.648777,9281.607489,9002.118139,6637.766904,129144.5812,363502.7446,180575.2901,1769330.64,487897.8572,12210055.8,894138.9218,33061.69203,37358.8047,129128.3314,2299.217084,160349.3768,1105848.938,243655.2413,80151.85537,30209.34781
PI656033,48036.42022,447820.5504,1227940.534,665967.5279,62888.45666,51217.40031,15575.22769,991744.8074,1568666.962,1019171.723,96276.33008,621317.2373,54670.16474,496939.8445,113354.5733,22639319.57,3842376.389,2382179.339,2046498.699,3018581.412,3878875.321,99818.45156,107111.2413,383287.531,2585218.719,1289894.568,1989457.758,12636.52343,496845.0301,1544060.408,14657921.75,358155.5897,3076057.467,1113937.158,36613291.46,1491.238736,732473.8623,135459.6519,406615.7211,337432.1324,116665.8571,338375.1626,300085.7226,140335.3685,51188.72434,637068.8503,481647.2989,1017729.548,1956845.252,733437.6841,397711.1432,891541.515,137850.467,2729559.12,24112.4325,20316.7762,5763270.199,3283658.225,8128313.388,122695176.1,195056.8641,2051794.293,117944.1813,145862.9544,1914113.277,875604.0806,314863.4423,238459.241,180680.9867,228743.0832,22780422.89,9104857.235,32614319.89,14286190.11,95045.48635,556374.4801,2235161.045,1703386.497,4148333.846,11217489.71,1391258.792,22797.95457,29182.60861,37489.1895,177489.7692,61278.56378,25594.36262,34027.6012,275530.0396,69913.39295,2761569.584,14321907.13,3690037.573,976584.8508,248240.6204,5436461.939,1731532.053,104589.5452,477505.3828,900067.248,25615.26651,39812.86316,311316.3445,335627.2196,20723.3636,1489241.202,34316.421,246951.2423,3233463.745,27963.55916,215483.8819,118729.1091,323737.8931,1573160.003,5131.911146,21139.14757,573030.5009,186299.0584,35767.95124,50679.68768,203550.1104,103720.2656,45884.95981,74852.91571,3944.004995,11094.86142,13615.62564,43033.29549,47324.02529,20787.87805,1963.964284,76425.9197,54091.5751,23682.06934,5274.690006,1300.440307,5158.335512,99005.82696,195101.6793,114748.3755,14378.79328,7497.712756,5059.730265,35703.70317,151301.4501,389409.6646,1061783.847,1676314.602,1323294.068,22827.39718,9774.24699,63580.21001,267228.9162,684175.5307,1913137.09,1973994.075,7351981.26,3856510.71,1874338.376,35140.8629,5531.575737,4687.691269,20331.02983,24835.10917,186191.8481,28147.08598,12004.8869,1495.990274,5011.265029,2804.646311,3029.533428,2185.049935,2114.920158,3538.739829,5087.280048,3394.079986,106025.6138,370267.4441,174189.0882,1480555.346,380455.5107,8741654.542,714015.6754,40351.26401,92423.41966,99204.73188,2877.104648,48665.26312,877922.7015,222829.3391,76962.43079,31269.18493
PI595744,58055.23581,1032130.072,1046179.523,1079315.824,88618.40865,36961.41138,34484.18023,772300.2865,1005318.913,797818.0773,86007.31933,863289.2709,54748.7194,976719.1306,98157.58354,19642631.69,3442704.533,2233984.969,1844779.648,2454987.19,4833212.266,86205.30782,106507.0982,350530.5736,1898699.771,1089594.778,2790260.628,7655.223322,268049.4837,1339912.577,11802159.55,271268.8879,2672230.291,685682.6687,31363953.43,7565.516928,669776.7846,157464.3417,437168.9171,367534.0345,212910.0868,365954.1677,232128.1126,109366.5864,26408.08626,1277302.475,1097533.836,915570.8526,1290785.931,591302.8418,341070.319,757882.9911,101597.4086,2306928.41,55840.92782,31682.09286,5788512.448,2238600.987,5759711.684,107049018.2,149618.9583,2104569.406,85227.47726,86477.68603,1175682.511,1350789.799,132399.1698,205662.7011,129299.3784,175568.8707,14282567.23,5161691.582,20244233.71,13442608.5,94811.92242,932993.537,1937797.958,1211803.404,1979787.666,8203744.316,959899.9082,17191.57183,35302.54319,28507.84476,52607.00432,27497.11239,13204.04383,17919.77784,233203.2872,59701.95017,1582572.389,9830869.716,3353480.095,853771.0679,183129.7815,3136474.662,1288821.011,114691.2591,289114.6929,681806.6369,21420.18562,85646.0852,537162.1251,280061.1609,19184.42678,1334918.953,19167.20608,173515.8852,2793274.476,12706.08207,182062.8402,67052.62251,190177.7072,1165528.641,22979.23805,38210.89485,516527.2165,193231.698,50452.20648,106835.3632,446509.959,297730.2244,115194.2493,217682.338,30672.45135,46294.05145,98917.2831,140588.2733,178095.7636,39075.05037,3505.520692,230249.7001,119703.3297,69674.88301,26490.90458,6349.509096,7567.65379,347182.3244,449770.7292,187466.2955,28123.65919,15575.00718,7551.126969,139189.9392,563454.442,864663.0267,1236533.621,1504009.054,1393767.606,16638.76646,44765.29575,261858.9872,642342.5604,1670070.896,3223152.043,1879993.863,6416148.08,4028215.856,2414888.312,123585.9849,20824.95856,19941.23381,50430.27134,28413.95067,164849.1071,24279.87252,12405.48786,12332.07744,17236.44734,12036.10808,12243.15088,4992.624713,3916.422991,7545.331022,7012.270568,5678.986626,153669.4367,364082.9223,166459.3736,1380237.881,369317.7729,6966635.114,601275.8339,57653.53713,74609.09933,136710.4604,3421.899766,55125.39893,1174326.184,290626.9797,107357.4791,43930.73111
PI533903,48523.469,919448.0422,1258234.694,778583.9929,88699.02422,44268.53684,12322.82499,1002049.122,1234792.226,1232286.75,41299.15567,761218.2673,54875.03068,706636.6586,117118.8429,26553376.9,3905505.388,2619768.109,2594710.219,2613846.785,4616107.456,61956.32159,85072.21545,345706.6313,2043218.62,1091071.892,2025807.281,5973.114555,982735.4852,1717386.716,18749832.33,331054.3523,3707032.899,1019926.782,43370945.28,3785.314973,814260.8795,171774.4796,397505.825,328884.1853,35114.65907,276590.6695,404102.6703,176766.2811,44540.11219,1028720.74,984069.7095,1458988.075,2524738.612,792586.2096,476410.8263,976900.7856,123138.2505,3248242.29,5929.783655,85878.40818,9732656.183,3752407.214,8604462.094,143284394.6,224814.4631,2568324.936,64250.70949,100952.7441,4210064.694,1550060.179,230847.073,169086.1404,182195.5584,355970.8605,29558511.78,10357551.62,41773234.59,24167301.62,201666.015,881816.8325,2861448.04,2297576.155,5313293.981,14679556.93,3301303.103,18667.50551,44554.98223,46525.04637,199261.606,45904.33315,22270.056,13881.45038,297239.1224,61590.82968,2531826.557,14305715.11,4560056.348,1084406.448,285992.3063,5163969.204,2168102.114,152958.4829,623316.8891,1738159.26,23434.16232,53609.63783,65389.56517,300171.8151,26225.42337,1896580.399,105943.6415,223165.7922,4943323.265,26621.74996,294597.3908,125476.8224,302780.201,2257433.096,3045.26912,8360.041054,586929.1351,198181.6017,55038.03203,99752.92888,409328.0221,223843.0831,96122.21231,154855.9976,9972.728059,29620.4407,19817.04303,91496.21558,125982.7938,42131.75002,4883.060581,127623.4471,192811.5741,124797.849,13689.16272,1966.211479,7807.933342,187953.9129,382215.3722,216671.5262,26415.5296,18812.38623,7481.997375,60275.66865,259582.816,573001.1966,1401232.321,2463732.564,2075792.555,52365.96454,28222.82397,139267.747,527241.7197,1001405.898,2824404.85,2440151.823,10427343.49,7412230.149,4253033.636,59893.12176,16118.06566,14665.57479,36553.85206,41535.49379,213096.4085,54205.06919,25902.32032,8013.716158,16299.1395,9147.218746,7556.009286,4659.764906,4726.107124,7146.875497,8333.347959,7581.789654,86403.36001,277146.0804,188659.9773,2222519.986,629198.8213,14344583.43,974914.66,53011.69352,56506.00124,104866.7431,2354.8824,47345.96801,1161726.204,184573.6671,67857.26671,27659.23758
PI656032,45003.53917,455248.8002,1171596.007,562266.3227,48096.54406,38530.23983,29129.98655,860637.3029,1167874.191,1076635.144,21619.50679,835635.8905,55155.40421,349706.2248,105486.3021,26815634.86,3830239.482,2419652.459,1899677.872,2303994.345,4075080.812,92472.0256,94035.19657,331514.5434,1684842.15,932797.8198,2164693.303,6739.380343,446800.6878,1362975.042,16720847.48,323668.5228,3666308.753,826007.5858,43666744.66,2061.928567,800737.6029,112018.1619,453458.2866,381009.2145,46967.95783,407865.0912,398859.4413,131733.1689,52021.07387,554571.3036,482491.0391,1240502.778,2033890.503,710527.418,384847.1348,832091.8617,109335.6628,3437379.859,9124.631169,39084.33463,6317896.433,2428016.513,6569683.635,142047484.5,238017.0056,2053703.579,142186.9307,79926.11666,2608269.705,1578718.894,190837.7762,320260.6453,195093.7405,228209.9202,23815487.54,7736959.968,33327679.3,30177791.73,159955.0636,1262283.24,3990188.3,2589869.729,4374675.617,18643325.09,1941618.879,21803.19898,32163.48226,88059.39037,161836.0009,46559.24867,26010.53444,15151.08159,263799.6069,56521.91992,2203557.299,15357591.83,5064275.969,1097763.41,234728.6679,4635183.491,2316865.678,193182.7448,603810.6778,951892.0035,26247.15481,49724.18202,102505.3438,482761.2968,16398.64064,1479132.261,27431.44199,165085.2896,3518396.043,20776.1198,237808.958,92613.14626,288169.7709,1692761.635,4342.816626,10754.99313,350150.279,137484.6535,42310.24023,53051.12387,243564.8706,149863.9088,53125.57008,95423.79505,8734.68557,18663.91835,27373.27531,62798.95487,77726.94732,41777.9287,2469.316404,99455.62949,104515.9771,63712.71109,7455.982369,1476.105285,3233.221847,141707.2717,248447.5797,136809.3086,15958.70124,12028.12741,5446.012058,50102.51927,209177.9395,443940.0786,818378.3653,1437895.914,1459936.399,18626.87902,10278.89389,109407.6717,274652.431,625992.4953,1493622.875,1250911.472,5627890.223,3325252.357,1879818.47,32845.98785,8447.557237,5415.750541,16836.13624,14830.85405,122476.4463,21790.28324,8589.958775,2035.012644,4899.247242,2329.82107,2418.607046,1986.521661,2090.268436,2568.697533,5148.424534,2286.303353,103961.3518,317131.8832,168905.0134,1872242.234,536388.7292,9950702.842,769884.6588,21181.41912,88659.08284,105523.3085,2360.766014,114030.044,1522768.705,191410.4516,73998.64033,30586.15325
PI595718,50401.07089,676705.1852,1105746.606,718053.5204,69600.29486,41899.48699,14581.20791,698866.9532,1164497.678,719540.0801,65989.31721,593479.4519,55685.81929,513167.3937,49078.51995,17731257.13,4321542.632,2762255.103,1666328.768,1900530.083,2614014.682,43258.06713,76357.80728,280203.847,1571716.711,637263.2397,1945227.371,6993.426225,294979.7425,1131532.612,11273894.94,282054.724,2567304.337,681425.2023,28229095.3,2770.324703,554113.348,120087.9909,321465.9168,262885.8823,37917.77832,257244.9329,230512.0186,102351.1755,23143.78762,835622.7374,719321.0182,847795.9464,1624186.928,731706.5857,299684.187,947980.615,72533.09708,2075451.93,17508.56856,19998.15905,5013798.239,2454334.347,5951344.82,97477753.85,102125.0185,1876400.438,107709.5923,109340.4197,1139165.178,1391713.386,218564.0674,159423.8683,152463.6525,174691.611,23037753.13,8462524.728,32516729.84,14764832.91,82357.83929,836121.5655,2863843.726,1494113.202,3116472.481,8809228.242,961796.5674,13980.22965,28451.54665,35872.25616,78442.6549,39131.89653,11571.8941,13796.03507,294734.1821,80319.05385,1875717.414,10584837.95,2863936.861,758970.2539,190930.7882,3767468.925,1311288.881,86810.12303,333199.432,760621.009,35282.26061,43798.73384,79355.68877,195856.5962,18346.2153,1425745.844,29979.6508,242111.9033,2721435.128,21601.07157,188271.2965,90548.92773,235288.0301,1168967.792,5634.023033,7199.606326,245128.1054,91525.80756,21453.9175,46409.41635,198922.484,111190.4686,50289.76624,89978.33104,10091.83954,14791.38749,22060.45661,52985.90089,55229.47036,22523.82363,2858.393703,103331.1992,74734.17651,36919.43851,8193.930374,2810.237652,5680.218704,148018.5477,242672.5036,121370.661,15050.69935,11891.39435,6641.197374,52759.8527,228450.3651,438218.0531,911284.4541,1377689.786,1186282.13,21702.39462,12318.16308,86734.04608,242893.2159,677133.4173,1609050.458,1516118.097,6098359.505,3206235.224,1706005.122,93752.12726,7874.62288,5512.836429,19600.06722,29178.18272,161964.5183,23193.65226,7982.177463,2467.570065,8684.39257,2847.323454,4711.785817,4154.497134,2578.048524,5382.322647,8204.110405,5613.017958,88314.3912,236341.726,143108.4639,1243735.483,330788.4933,7658201.294,592243.3683,25862.41199,93046.03828,187834.9954,1906.654068,42417.28549,1018550.781,542790.7336,187791.1664,79976.69402
PI656016,64228.95063,914920.2095,1190126.665,1216762.868,154697.994,39125.16536,35731.88747,827128.7624,1138097.715,1210204.207,75801.03134,1286527.363,55735.19892,724901.4968,51.18560467,26398117.34,4220262.174,2647700.666,1853668.325,1757978.107,3150814.875,49872.27736,61875.8482,288784.6827,1494857.989,897862.852,1848949.012,6462.213331,388759.4201,1112436.194,14716857.75,250173.0144,3546995.963,855806.6089,41796404.69,1948.562653,783577.7233,221346.3075,387954.786,346468.8253,38904.58755,379705.9285,366571.3939,171313.854,40921.32661,1023296.31,953572.1063,1545706.483,1638378.455,798832.4418,327418.7326,983826.2627,87626.22996,3142603.667,8509.024899,20040.94142,5754593.562,2575855.472,6329439.58,142833004.7,200184.1517,2143584.137,67192.16585,90433.95179,6069275.323,1561504.746,345400.4409,305649.2473,223460.7576,503049.2978,26653016.35,8582437.714,37416712.7,17180889.31,194204.4482,1227618.98,3548639.053,2812312.306,4258454.619,19639370.14,4325417.722,24110.57678,55527.53248,55052.81037,269861.1448,32022.63247,20460.66335,19209.73913,299065.6131,89285.06695,3307533.41,15377456.2,6736791.612,1264602.724,535078.4865,6957174.713,3214903.321,288903.056,575523.887,1021713.606,39031.84984,40398.67025,76802.08399,289452.1364,13646.53873,1418848.924,25441.44445,156854.6792,3702015.693,15630.11895,268242.0702,88890.12285,271160.8799,1913048.325,3457.21525,9792.12421,39179.07698,10100.05451,559.2266533,6837.990005,114283.2188,86497.34745,17443.6358,29124.24339,3381.148385,8257.953987,12046.40701,50819.3196,55264.99038,22028.78556,1950.442425,88980.56039,49439.70024,7895.861385,4329.155461,938.9415162,9203.571135,99904.65852,164527.9067,86137.98957,6866.077861,6732.004155,5705.256511,41311.16653,163988.1419,307833.8264,632820.9591,1071096.789,1075782.345,15371.68486,10544.17311,75346.54282,179921.7007,519624.5936,1378638.997,1174696.297,5613156.106,3132264.114,1875796.262,25317.18571,3470.4065,3002.866253,12805.50118,14022.50623,116427.1806,17827.52173,9079.847714,1294.164627,3048.487204,1742.739301,1939.214709,1812.121509,1852.282479,2507.073414,3431.153097,2683.520801,120779.6731,354078.7365,178779.7113,2346121.657,588768.9068,9872955.454,848477.9672,40472.06973,120611.3047,153204.6222,2408.411025,47078.57617,1139775.525,232078.9132,83813.38158,36185.0828
