,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SM,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SM,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SM,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SM,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SM,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SM,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SM,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SM,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SM,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SM,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SM,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SM,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SM,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SM,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SM,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SM_Sum_SQDG,Sum_SM_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SM,Sum_SQDG,Sum_TG
PI576352,101.6486511,0.259171105,0.217917174,-140.7044992,7.875275968,9.517528508,86.80549121,1.395699628,0.176252796,59.45694065,0.036523108,0.229765983,3.257830884,49.92826042,28.87538731,1.388375634,0.259107065,0.002549676,0.002143828,-1.384223968,0.07747546,0.093631626,0.85397583,0.013730626,0.001733941,0.584926017,0.000359307,0.002260394,0.032049918,0.491184682,0.284070541,0.013658574,0.002549046,0.840823571,-542.9019524,30.38639649,36.72295371,334.9350656,5.38524395,0.680063451,229.411919,0.140922762,0.886541664,12.57019326,192.6459369,111.4143772,5.356984652,0.999752903,-645.6787981,36.13884952,43.67498129,398.3416705,6.404725246,0.80880636,272.8419219,0.16760087,1.054372993,14.94985834,229.1157665,132.5062488,6.371116177,1.189016268,-0.055970321,-0.067641963,-0.616934723,-0.009919367,-0.001252645,-0.422566023,-0.000259573,-0.001632968,-0.023153708,-0.354844804,-0.205220071,-0.009867315,-0.001841498,1.208532697,11.02253325,0.177225488,0.022380523,7.549823128,0.004637692,0.02917561,0.413678314,6.339874389,3.666587358,0.17629549,0.032901331,9.120591668,0.146645174,0.018518757,6.247098771,0.003837457,0.02414135,0.342297991,5.245927068,3.033916555,0.145875648,0.027224196,0.016078472,0.002030434,0.684944464,0.000420747,0.002646906,0.03753024,0.575173986,0.332644708,0.015994099,0.002984916,0.126282757,42.60009781,0.026168315,0.164624235,2.334191985,35.77292667,20.68882641,0.994752457,0.185646725,337.3389917,0.207220019,1.3036161,18.48385359,283.2764156,163.8293853,7.87718358,1.470087683,0.000614278,0.00386441,0.054793113,0.839738135,0.485652087,0.023350943,0.004357894,6.290975667,89.19916924,1367.032087,790.6059741,38.01362243,7.094332328,14.17890864,217.3004887,125.6730301,6.042563895,1.127699852,15.32561456,8.863378222,0.426165655,0.079533614,0.57833754,0.027807411,0.005189587,0.048081628,0.008973284,0.186626053,-1172999.085,-11539.74078,-4525963.969,-5382774.85,8336.613911,-148947.0451,-123246.1856,-13512.95948,-840438.0583,-6655208.363,-19728.54762,-32116628.4,-5105190.372,-360055.2413,-23493.69025,-40622.80005,-844871.558,-4527082.595
PI576359,-24.26255564,0.029504238,0.017579818,27.58233114,0.958838622,1.041332922,11.54463716,0.192189852,0.007642565,0.800372912,0.005404844,0.015306488,0.851536252,-7.005885123,5.299043677,-0.111024273,-0.040160984,-0.00121604,-0.000724566,-1.136827115,-0.039519276,-0.042919342,-0.475821152,-0.007921253,-0.000314994,-0.032987989,-0.000222765,-0.000630869,-0.035096725,0.288752975,-0.218404184,0.004575951,0.001655266,0.595840425,934.8599692,32.49833527,35.29435052,391.2874183,6.513974406,0.259032801,27.1273879,0.183188725,0.518789467,28.86148927,-237.4535175,179.6027966,-3.762994071,-1.36119374,1568.977078,54.54201141,59.23456856,656.6983402,10.93241433,0.43473519,45.52794129,0.307445949,0.870685246,48.43828658,-398.5186427,301.4276793,-6.315439356,-2.284493771,0.034762784,0.037753623,0.418551902,0.006967861,0.000277082,0.029017595,0.000195953,0.000554938,0.030872527,-0.253999022,0.192117325,-0.004025195,-0.00145604,1.086035645,12.0402296,0.200440249,0.007970648,0.834731615,0.005636865,0.015963571,0.888091314,-7.306636341,5.526522977,-0.115790364,-0.04188503,11.0864037,0.18456139,0.007339214,0.768604253,0.005190313,0.014698938,0.817736801,-6.727805272,5.088712328,-0.106617462,-0.038566901,0.016647544,0.000662001,0.069328546,0.000468169,0.001325853,0.07376033,-0.606851911,0.459004783,-0.009616956,-0.003478757,0.039765707,4.164491017,0.02812242,0.07964254,4.430703511,-36.4529399,27.57192236,-0.577680205,-0.208965165,104.7256866,0.707202813,2.002794495,111.4202108,-916.6928544,693.3592814,-14.52709487,-5.254908783,0.006752907,0.019124195,1.063924377,-8.75327615,6.620718414,-0.13871568,-0.05017784,2.831994528,157.5505765,-1296.223428,980.4249488,-20.54162485,-7.430554133,55.63237321,-457.7068973,346.1959192,-7.253412621,-2.623788309,-8.22734805,6.222922001,-0.130381147,-0.047162976,-0.756370335,0.015847287,0.005732464,-0.020951757,-0.007578912,0.361731566,109909.8411,-4530.019126,3725222.141,6252046.661,3984.791588,114628.0913,105547.2643,9520.424034,571881.6054,14381275.77,137323.2895,20335433.5,7180604.802,129072.4157,-15688.21629,20741.44842,-989962.2669,-2736731.762
PI576364,444.4180992,0.182618687,0.159158586,-564.5207392,11.40297037,-48.88358038,-298.9434779,1.506235873,0.066054507,85.86917185,0.045837082,0.151497463,2.63860761,131.9834909,196.5659852,1.483886381,0.207266207,0.000410916,0.000358128,-1.270246959,0.025658204,-0.109994576,-0.672662699,0.003389232,0.000148631,0.19321709,0.00010314,0.000340889,0.005937219,0.296980458,0.442299685,0.003338942,0.000466377,0.871535052,-3091.253966,62.44142142,-267.6811519,-1636.981864,8.247983278,0.361707273,470.2102149,0.250998861,0.829583576,14.44872734,722.7271937,1076.373886,8.125599897,1.134967131,-3546.907219,71.64533579,-307.1375631,-1878.274271,9.463742466,0.415023208,539.5195684,0.28799629,0.951864844,16.57848105,829.2577475,1235.032238,9.323319679,1.302262174,-0.020199383,0.086593064,0.529552693,-0.002668167,-0.00011701,-0.152109862,-8.12E-05,-0.000268365,-0.004674067,-0.233797417,-0.348199759,-0.002628577,-0.000367154,-4.286916374,-26.21628122,0.132091536,0.005792746,7.530421379,0.004019749,0.013285789,0.231396515,11.57448337,17.23813874,0.130131565,0.01817651,6.115416988,-0.030812716,-0.001351262,-1.756605616,-0.000937679,-0.003099148,-0.05397738,-2.699955483,-4.021104504,-0.030355518,-0.004239996,-0.005038531,-0.00022096,-0.287242165,-0.00015333,-0.000506776,-0.008826443,-0.441499817,-0.65753562,-0.004963769,-0.000693329,0.043854026,57.0091135,0.030431543,0.100580172,1.751789117,87.62471617,130.5014631,0.985162024,0.137605411,1299.974455,0.693928158,2.293521968,39.94591325,1998.099701,2975.814883,22.46457428,3.137805669,0.000533801,0.001764282,0.030728229,1.537029973,2.289133353,0.017280781,0.002413744,3.305128841,57.56491187,2879.404271,4288.361625,32.3730548,4.521801909,17.41684353,871.192746,1297.486976,9.794793594,1.368116684,50.02012819,74.49610337,0.562374783,0.078551356,1.48932252,0.01124297,0.001570395,0.00754905,0.001054436,0.139677949,1885391.098,4242.381445,10324195.92,11845990.47,-3339.808385,165342.1027,-38569.00586,-6306.848075,1251723.672,28542959.17,21956.55388,41132441.22,12445034.13,714540.158,14285.05251,9591.644739,1270576.455,9096471.284
PI576366,-629.7667904,0.230560851,0.65407347,-193.7328171,47.00928796,5.845845318,48.7452595,4.712386246,0.14508722,37.12680082,0.106974871,0.421807943,2.720841657,-84.7550503,134.9819529,-44.38864764,1.803835876,-0.000366105,-0.001038596,0.307626283,-0.074645549,-0.009282556,-0.07740208,-0.007482748,-0.000230382,-0.058953253,-0.000169864,-0.000669784,-0.004320396,0.134581644,-0.21433641,0.070484262,-0.002864292,2.836880007,-840.2676171,203.8910235,25.35489128,211.4203657,20.43879618,0.62927951,161.0282084,0.463976736,1.829486404,11.80096986,-367.6038227,585.4504446,-192.5246519,7.823686742,-296.194275,71.87157123,8.937597365,74.52566382,7.204674192,0.221820982,56.76243196,0.163551766,0.644893827,4.159841032,-129.5803212,206.3712399,-67.86492604,2.757849018,-0.242650103,-0.030174781,-0.25161075,-0.024324151,-0.000748904,-0.191639193,-0.000552177,-0.002177266,-0.014044299,0.43748422,-0.696742838,0.229123017,-0.009310946,0.124355113,1.036928267,0.100243727,0.003086352,0.78977586,0.002275611,0.008972864,0.05787881,-1.802942652,2.871389012,-0.944252712,0.038371904,8.338444973,0.80610861,0.024818861,6.350972151,0.018299299,0.072155167,0.465431688,-14.49833954,23.09023684,-7.593195718,0.308567158,0.096673734,0.002976438,0.761649465,0.00219457,0.008653312,0.055817564,-1.738734211,2.769129845,-0.910624912,0.03700536,0.030788482,7.8785564,0.022700786,0.089510477,0.577380867,-17.98559071,28.64407667,-9.41956905,0.382786084,255.892979,0.737314228,2.907271531,18.75314494,-584.1662042,930.3504015,-305.9445745,12.43276894,0.002881338,0.011361279,0.073285109,-2.282853584,3.635701163,-1.195595814,0.048585815,3.943056326,25.43439992,-792.2893416,1261.809913,-414.9446232,16.86223928,6.450427745,-200.9327983,320.0080872,-105.2342622,4.276438855,-31.15030604,49.61036691,-16.31430757,0.66296981,-1.592612504,0.523728645,-0.021282931,-0.328848758,0.013363534,-0.040637324,1256962.252,-1995.917014,5451759.241,1921744.743,-6488.12251,26738.59372,215018.0484,25786.34855,266735.829,8663493.973,33855.92683,11750070.25,2979939.741,461975.5246,-14830.52924,9312.076352,-28317.20088,696827.3936
PI576373,2216.108863,0.180285585,0.139441471,-232.615533,12.23654688,11.67061957,581.216189,1.323289665,0.073727334,586.8143991,0.048410881,0.15373454,3.206371375,60.50248975,70.67717203,0.417031624,0.984443551,8.14E-05,6.29E-05,-0.104965752,0.005521636,0.005266266,0.26226879,0.000597123,3.33E-05,0.264794934,2.18E-05,6.94E-05,0.001446847,0.027301226,0.031892464,0.000188182,0.000444222,0.773447699,-1290.261413,67.87312977,64.73406954,3223.863907,7.339963802,0.408947474,3254.915808,0.268523303,0.852727854,17.78495703,335.5924984,392.02897,2.313172318,5.460467368,-1668.194777,87.75400046,83.69547105,4168.173116,9.489929064,0.528733195,4208.320499,0.347177066,1.102502282,22.99438869,433.8916499,506.859055,2.99072881,7.059905113,-0.052604169,-0.050171282,-2.498612975,-0.005688742,-0.000316949,-2.52267934,-0.000208115,-0.000660895,-0.013783995,-0.260096516,-0.303836855,-0.001792794,-0.004232063,0.953751061,47.49838291,0.10814241,0.006025175,47.95588209,0.003956253,0.012563556,0.26203237,4.944408774,5.775908248,0.034080826,0.080451091,49.80165669,0.113386411,0.006317345,50.28134074,0.004148099,0.013172783,0.274738745,5.184171191,6.055991425,0.035733461,0.084352296,0.00227676,0.00012685,1.00963189,8.33E-05,0.000264505,0.005516659,0.10409636,0.121602208,0.000717515,0.001693765,0.055715189,443.4512071,0.036583737,0.11617603,2.423030619,45.72127431,53.41020482,0.315147647,0.743936553,7959.251538,0.656620521,2.085176969,43.48958774,820.6249459,958.6291526,5.656404471,13.35249077,8.25E-05,0.000261982,0.00546403,0.103103281,0.120442123,0.00071067,0.001677606,3.17561956,66.23245293,1249.770484,1459.943944,8.614419276,20.33517131,20.85654521,393.5517023,459.7351528,2.712673578,6.403528798,18.86945792,22.04272798,0.130063419,0.307027302,1.168169646,0.006892801,0.016271125,0.005900514,0.013928734,2.360596885,1643274.368,741.5133778,9114840.615,11784689.02,-7064.336363,134292.3281,140804.3814,2827.303161,1241810.023,22288536.31,2800.330685,33944318.84,10689038.22,512502.819,27160.44208,23250.42615,3940407.095,1669241.843
PI576375,54.76232896,0.091957363,0.068043719,29.77090984,18.03083806,5.985008957,226.6917485,0.604443091,0.036643042,150.9692441,0.024319639,0.162863529,-100.5128577,17.39527672,14.58428853,0.209913216,0.303504345,0.001679208,0.001242528,0.54363849,0.329256231,0.109290621,4.139556385,0.011037571,0.000669129,2.75680832,0.000444094,0.002974007,-1.835437967,0.317650419,0.266319728,0.003833168,0.00554221,0.739948565,323.7468852,196.0782418,65.08460835,2465.183222,6.573079861,0.398478603,1641.730897,0.264466467,1.771076546,-1093.037626,189.1667633,158.598377,2.282723305,3.300489872,437.5262016,264.9890154,87.95828711,3331.560244,8.883157789,0.538522029,2218.709481,0.35741196,2.393513049,-1477.180546,255.6485304,214.3370289,3.084975648,4.460431477,0.605652906,0.201035473,7.614538813,0.020303145,0.001230834,5.071032255,0.000816893,0.005470559,-3.376210477,0.584304504,0.48988387,0.007050951,0.010194661,0.331931824,12.57244659,0.03352274,0.002032243,8.372835671,0.00134878,0.009032499,-5.574497281,0.964751426,0.808852505,0.0116419,0.016832515,37.87659302,0.100992847,0.006122471,25.22456444,0.004063426,0.027211911,-16.79410314,2.906474635,2.436803125,0.035073166,0.050710759,0.002666366,0.000161643,0.66596709,0.000107281,0.000718436,-0.443390015,0.076735377,0.06433533,0.000925985,0.001338842,0.060622815,249.7658528,0.040234787,0.269443942,-166.2900267,28.77901491,24.12847256,0.347283671,0.502122284,4119.997625,0.66369051,4.444596357,-2743.027149,474.722512,398.00977,5.728596941,8.282727979,0.00016109,0.001078786,-0.665783672,0.115223977,0.096604369,0.001390437,0.002010372,6.696790581,-4132.991367,715.2769322,599.69182,8.631428133,12.47980475,-617.1600137,106.8089144,89.54913742,1.288890257,1.863550098,-0.173065189,-0.145098735,-0.002088422,-0.003019557,0.838405089,0.012067254,0.017447515,0.014393106,0.020810363,1.4458563,-801640.8571,-14638.54574,-8717527.676,-11781261.68,-26926.98548,-44459.43413,-133941.4632,-3536.259535,-1326247.035,-21877028.31,-5309.961389,-32962695.68,-4922163.129,7975.505574,-46083.8232,-54966.05853,-3818915.616,-2641282.965
PI576376,83.05042526,0.106076907,0.077303088,-19.57714425,10.62311258,9.112020621,215.7894127,0.761318551,0.047523905,-1079.416599,0.043449436,0.169404058,1.929144955,30.55914483,8.164905488,0.226265487,0.283552362,0.001277259,0.000930797,-0.235725997,0.127911598,0.109716724,2.598293893,0.009166943,0.00057223,-12.99712308,0.000523169,0.002039774,0.023228598,0.367958921,0.098312627,0.002724435,0.003414219,0.72874568,-184.5561372,100.1453836,85.90013465,2034.273229,7.177043243,0.44801367,-10175.79251,0.409603151,1.59699281,18.18628581,288.0848019,76.97156427,2.133032467,2.673082854,-253.2517754,137.4215812,117.8739539,2791.472094,9.848488222,0.614773689,-13963.43443,0.562065976,2.191426796,24.95560018,395.3159654,105.6219837,2.926991578,3.668059967,-0.542628304,-0.465441767,-11.02251738,-0.038888131,-0.00242752,55.13657075,-0.002219396,-0.008653155,-0.098540672,-1.560960293,-0.417063152,-0.011557635,-0.014483847,0.857754312,20.31320022,0.071666241,0.004473633,-101.6102005,0.004090085,0.015946744,0.181598843,2.876665818,0.768598227,0.021299359,0.026692023,23.68183981,0.083551013,0.005215518,-118.4607283,0.004768364,0.018591272,0.211714288,3.353717698,0.896058715,0.024831538,0.031118494,0.003528063,0.000220233,-5.002175897,0.000201351,0.000785043,0.008939943,0.141615589,0.037837378,0.001048548,0.001314024,0.062423153,-1417.825164,0.057071295,0.222514029,2.533952381,40.1397612,10.72469005,0.29720212,0.372449038,-22713.12953,0.914264852,3.564607327,40.59314936,643.0268121,171.8062851,4.761087911,5.966520743,-4.03E-05,-0.00015694,-0.001787211,-0.028310798,-0.007564184,-0.000209618,-0.00026269,3.89887823,44.39977025,703.3266246,187.9174123,5.207558731,6.526030977,11.38783199,180.3920469,48.19781516,1.335655648,1.673822723,15.84077171,4.232396052,0.117287966,0.14698344,0.267183703,0.007404183,0.009278806,0.027711954,0.034728187,1.253184326,-603524.9704,-7266.970259,-5689503.83,-7807255.656,30828.03919,-56812.44231,-66233.93377,-2796.823824,-792736.4566,-12699397.84,559.1214465,-13890283.34,-3562635.846,-312845.8382,-19749.4064,-73916.9573,-2667331.097,-2128442.753
PI576380,-6.306545105,-0.001711529,0.005082043,-0.05789179,-0.021193622,0.023151199,0.357043956,-0.023220606,0.004460713,0.169756215,-0.000166871,-0.000462998,0.178107121,-0.113133536,-0.032758163,0.007743328,0.001132714,0.000271389,-0.000805836,0.009179636,0.003360576,-0.00367098,-0.056614826,0.003681985,-0.000707315,-0.026917466,2.65E-05,7.34E-05,-0.028241631,0.017939067,0.005194312,-0.001227824,-0.000179609,-2.969299128,33.82459498,12.38285577,-13.52661453,-208.6110536,13.56716712,-2.606272903,-99.18393029,0.097497984,0.270517193,-104.063137,66.10084177,19.13970189,-4.524215325,-0.661813795,-11.39144071,-4.170295829,4.55549069,70.25599128,-4.569147982,0.877740097,33.40314533,-0.032835353,-0.091104729,35.04636363,-22.26142902,-6.445865192,1.523664383,0.222885525,0.366090289,-0.399904701,-6.167436854,0.401103609,-0.077052598,-2.932302082,0.002882458,0.007997648,-3.076552344,1.954224192,0.565851621,-0.133755196,-0.019566052,-1.092366316,-16.8467644,1.095641214,-0.2104743,-8.009778371,0.007873627,0.021846107,-8.403807565,5.338093492,1.545661377,-0.365361223,-0.053445975,15.42226646,-1.002997985,0.192677399,7.332502161,-0.007207863,-0.019998884,7.693213755,-4.886724732,-1.414966165,0.334467676,0.048926788,-0.065035706,0.012493455,0.475449064,-0.000467367,-0.001296754,0.498838078,-0.316861646,-0.091748263,0.021687323,0.003172477,-0.192101481,-7.310585137,0.007186318,0.019939107,-7.670218554,4.872118195,1.410736797,-0.333467944,-0.048780544,38.05584986,-0.03740897,-0.103794654,39.92795108,-25.36221042,-7.343705976,1.735894702,0.253931119,-0.000983002,-0.00272743,1.04919352,-0.666447091,-0.192971803,0.045614399,0.006672591,2.774592686,-1067.336295,677.9713703,196.308694,-46.40316796,-6.787974154,-384.6821556,244.349873,70.75225671,-16.72431712,-2.446475906,-0.635199396,-0.183923937,0.043475677,0.006359733,0.289553073,-0.068444141,-0.010012184,-0.236378568,-0.034578062,0.146282559,-2276.173487,360.9224146,1329906.14,-447885.5388,39317.72548,107398.9849,-98317.73772,-6375.051161,98023.86364,-510271.2529,-13408.48397,13640345.02,4916161.241,-12779.80059,20119.35255,69484.16162,-293952.8834,-2009486.882
PI576381,-8.332194195,-0.009816266,-0.008148887,-3.691828612,-0.839958245,2.739847701,-102.7659934,-0.104608369,-0.004512023,3.129587615,-0.003406857,-0.019939805,-0.260717979,-5.419552876,-1.904267364,-0.019180544,-0.024630588,0.001178113,0.000978,0.443080001,0.10080877,-0.328826674,12.33360517,0.01255472,0.000541517,-0.375601857,0.000408879,0.002393104,0.031290435,0.650435257,0.228543325,0.00230198,0.002956075,0.830141247,376.0929641,85.5679988,-279.1130227,10468.94944,10.65663543,0.459647592,-318.8165016,0.34706239,2.031302446,26.55979135,552.0992223,193.9910089,1.953955228,2.509160593,453.0469548,103.0764332,-336.2235325,12611.04598,12.8371352,0.553698052,-384.0509102,0.418076311,2.446935931,31.99430391,665.0666065,233.6843394,2.353762368,3.022570679,0.227518212,-0.742138379,27.8360683,0.02833511,0.001222165,-0.847706636,0.00092281,0.005401065,0.070620282,1.467986043,0.515806004,0.005195405,0.00667165,-3.261885595,122.3465499,0.124539963,0.005371723,-3.725884747,0.004055983,0.023739043,0.310393976,6.452169386,2.267097649,0.022835117,0.029323586,-37.50792184,-0.038180359,-0.001646815,1.142248751,-0.001243447,-0.007277706,-0.095157836,-1.978048953,-0.695026721,-0.007000588,-0.008989765,0.001017928,4.39E-05,-0.030453533,3.32E-05,0.000194031,0.002537006,0.052736831,0.018530131,0.000186643,0.000239676,0.043132525,-29.917182,0.032567727,0.190613863,2.492324292,51.80802383,18.20377644,0.183355736,0.235455234,-693.6107297,0.755061913,4.419260498,57.78294463,1201.135896,422.0429137,4.250985456,5.458879014,-0.001088596,-0.006371384,-0.083307455,-1.731714699,-0.608472297,-0.006128777,-0.007870234,5.852845205,76.52742593,1590.778021,558.9514003,5.62998263,7.229710463,13.07525199,271.7956764,95.50080017,0.961922353,1.235247168,20.78703161,7.303935727,0.073568169,0.09447215,0.351369828,0.003539138,0.004544764,0.010072401,0.012934417,1.284144364,46297.58415,-5556.469649,-4716414.949,-5681460.793,-12540.55619,-55118.91145,16897.86777,-450.5146364,-442580.1165,-10260936.93,14793.50951,-13589530.54,-2321867.41,-177577.2591,-8542.694427,-24312.54404,-2413778.413,-1879678.392
PI576385,22.01329853,0.05737315,0.090522895,-25.51938101,4.097162214,0.917807881,21.64615872,0.411379179,0.028433864,135.5862632,0.008601884,0.081357404,3.769698918,8.519524327,6.302443923,0.73650832,-0.123506975,0.002606295,0.004112191,-1.15927111,0.186122139,0.041693337,0.983321908,0.018687757,0.001291668,6.159288804,0.000390759,0.00369583,0.171246436,0.387017162,0.28630166,0.033457427,-0.005610562,1.577791954,-444.7965804,71.41253705,15.99716728,377.2872615,7.170238652,0.495595301,2363.235464,0.149928739,1.418039684,65.70493174,148.4932289,109.8500588,12.8371602,-2.152696423,-281.9107926,45.26106047,10.13895859,239.1235806,4.544476623,0.314106876,1497.811836,0.095024404,0.898749471,41.64359665,94.11458116,69.62265114,8.136155191,-1.364372798,-0.160551003,-0.035965131,-0.848224285,-0.016120265,-0.001114207,-5.313070216,-0.000337073,-0.003188063,-0.147719058,-0.333845258,-0.246966959,-0.028860744,0.004839732,0.224010628,5.283207642,0.10040588,0.006939892,33.09272519,0.002099474,0.019857013,0.920075584,2.079371985,1.538246131,0.179760596,-0.030144517,23.58462938,0.448219271,0.030980191,147.728371,0.009372206,0.088643174,4.107285407,9.282470221,6.866844414,0.802464585,-0.134567351,0.01900472,0.001313575,6.263756307,0.000397386,0.003758515,0.174150941,0.393581348,0.291157614,0.034024897,-0.005705723,0.069118383,329.5895127,0.020909867,0.197767432,9.16356274,20.70966339,15.3202793,1.790339321,-0.300226607,4768.478351,0.30252252,2.861285572,132.577794,299.6259824,221.6527448,25.90250588,-4.343657857,6.34E-05,0.000600042,0.027802956,0.062834716,0.046482909,0.005432028,-0.000910911,9.458091161,438.2410739,990.4253819,732.6818012,85.62174441,-14.35813062,46.33504441,104.717259,77.46613865,9.052751021,-1.518079111,2.260001266,1.671869308,0.1953759,-0.032763087,0.739764766,0.086449465,-0.014496933,0.116860749,-0.01959668,-0.167692573,268360.725,12190.84566,4677461.915,2964561.9,-10515.95745,65499.17014,292393.1363,12397.61421,652343.9653,9438067.522,1979.2619,31197900.65,3298540.913,71188.90151,31499.4963,42580.42249,364368.8979,-2172838.615
