,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SM,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SM,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SM,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SM,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SM,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SM,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SM,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SM,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SM,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SM,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SM,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SM,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SM,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SM,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SM,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SM_Sum_SQDG,Sum_SM_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SM,Sum_SQDG,Sum_TG
PI576332,7.466542133,-0.202523807,0.012476821,11.05442577,0.777297715,0.417632973,5.673223505,0.252727157,0.07677018,2.496077258,0.002808633,0.062402621,0.576882622,2.243859849,15.88266328,0.018573929,0.071394426,-0.027124176,0.001671031,1.480528144,0.104104109,0.05593392,0.759819392,0.033847952,0.010281892,0.334301637,0.000376162,0.008357633,0.077262354,0.300521956,2.127177882,0.002487621,0.009561913,-0.061606689,-54.5833399,-3.838056021,-2.06214262,-28.01262529,-1.247888638,-0.379067438,-12.3248585,-0.013868162,-0.308124866,-2.848468199,-11.07948684,-78.42368538,-0.091712323,-0.352523624,885.9969741,62.29933945,33.47270659,454.7010368,20.25573296,6.153024046,200.0571485,0.22510805,5.001483953,46.23634629,179.8422712,1272.97355,1.488674771,5.722164761,0.070315522,0.037779708,0.513208341,0.022862079,0.006944746,0.225798907,0.000254073,0.005645035,0.052185671,0.202982941,1.436769636,0.001680226,0.006458447,0.537288307,7.298649405,0.325135598,0.098765478,3.211224233,0.00361333,0.080281493,0.74216431,2.88674443,20.43317892,0.023895515,0.091849525,13.58423274,0.605141771,0.183822125,5.976724589,0.006725122,0.149419765,1.381314838,5.372803382,38.03019473,0.044474287,0.170950166,0.044547365,0.013532021,0.439975132,0.000495068,0.0109995,0.101685157,0.395517618,2.799583565,0.003273964,0.012584455,0.30376704,9.876569213,0.011113301,0.246916957,2.282630126,8.878586203,62.84509932,0.073493997,0.28249606,32.51363021,0.036584946,0.812849733,7.51441014,29.22827375,206.8858402,0.241941972,0.929976012,0.001125219,0.025000276,0.231115692,0.898954486,6.363049553,0.007441248,0.028602651,22.21814793,205.3962366,798.9153263,5654.944592,6.613156531,25.41963631,9.244525569,35.9577823,254.519171,0.297646615,1.144093396,3.889629818,27.53188026,0.032197068,0.123759017,7.078277767,0.008277669,0.031817685,0.001169447,0.004495117,3.843797768,-57297.48434,-7673.898213,282917.2793,-4592314.319,-5183.216708,-73713.69198,-137195.7869,-10099.63459,-226716.7684,-746350.7837,-22955.01237,-20400489.1,-918190.3535,-99322.60414,-25535.23312,-3607.548892,-3084833.846,-802548.4254
PI576333,3.661369943,8.942101417,0.079631224,12.69323443,4.443100845,-5.804213347,37.21125087,-0.979021224,-0.288907871,-5.1006893,-0.031158301,0.020138861,1.655678764,1.145959712,1.676589279,-0.216388501,0.016779757,2.442282958,0.021749024,3.46679921,1.213507762,-1.585257277,10.16320433,-0.267392052,-0.078907042,-1.393109513,-0.008510012,0.005500362,0.452201987,0.312986595,0.457913105,-0.05910042,0.004582918,0.008905202,1.419491218,0.496874352,-0.649088293,4.161354154,-0.109484469,-0.032308722,-0.570412822,-0.00348445,0.00225214,0.185155445,0.128153289,0.187493879,-0.024198842,0.001876489,159.4002185,55.79596356,-72.88866215,467.2947273,-12.29443905,-3.628072742,-64.05388585,-0.391282459,0.25290156,20.79182877,14.39083391,21.05442069,-2.717382597,0.210718317,0.350036933,-0.45726827,2.931581472,-0.077129374,-0.022760776,-0.401843149,-0.002454717,0.001586582,0.130437894,0.090281143,0.132085269,-0.017047546,0.001321945,-1.306342923,8.375063311,-0.220346388,-0.065023928,-1.148002145,-0.007012738,0.004532614,0.372640375,0.257918907,0.377346663,-0.048702136,0.003776587,-6.411075653,0.168674231,0.049775543,0.878790802,0.005368221,-0.003469697,-0.285254636,-0.197435836,-0.28885728,0.03728128,-0.002890962,-0.026309818,-0.007763992,-0.137073847,-0.000837335,0.000541204,0.044494037,0.030796055,0.045055977,-0.005815136,0.000450932,0.295098681,5.209988483,0.031825971,-0.020570402,-1.691157172,-1.170515698,-1.712515764,0.221025342,-0.017139319,17.6550721,0.107848571,-0.06970686,-5.730819157,-3.966522982,-5.803196955,0.748987904,-0.058079959,0.006108645,-0.003948263,-0.324599023,-0.224667617,-0.32869857,0.042423384,-0.003289704,-0.646340141,-53.13764593,-36.77863286,-53.80875169,6.944810669,-0.53853249,82.21312985,56.90290691,83.25144656,-10.7448234,0.833202915,0.69213892,1.012629573,-0.130694737,0.01013467,1.463043825,-0.18882732,0.014642537,-0.129064705,0.01000827,-0.077544589,143659.8626,39236.64225,16065.55953,1804064.49,11317.82946,32333.24375,-24750.96176,3860.656635,-146738.2515,-497251.4661,-28164.79384,-4610644.939,7133465.257,86767.95628,125362.0534,85685.78147,-663897.8596,8561498.195
PI576337,539.3903833,0.218651813,0.132154693,-168.5399586,10.38274174,52.08346321,230.4966827,1.65847292,0.071952617,609.9371033,0.051092475,0.163550819,1.771539043,39.83501275,16.45255028,0.344070021,1.678558386,0.000405368,0.000245008,-0.312463781,0.01924903,0.096559866,0.427328128,0.003074717,0.000133396,1.130789725,9.47E-05,0.000303214,0.003284336,0.073851915,0.03050212,0.000637887,0.003111955,0.604407031,-770.8143671,47.48527628,238.2027506,1054.172292,7.584995064,0.329073958,2789.536001,0.233670485,0.747996629,8.102100874,182.1846901,75.24543281,1.573597843,7.67685557,-1275.323296,78.56506266,394.1098272,1744.143,12.54948184,0.544457527,4615.326853,0.38661113,1.237571025,13.40504074,301.4271521,124.4946351,2.603539935,12.70146635,-0.061604036,-0.309027388,-1.367608516,-0.009840236,-0.000426917,-3.618946559,-0.000303148,-0.000970398,-0.010511092,-0.236353522,-0.097618099,-0.002041474,-0.009959409,5.016349683,22.19998229,0.15973362,0.006930021,58.74528317,0.004920904,0.01575218,0.170623433,3.836656421,1.58460556,0.033138648,0.161668125,4.425525271,0.031842601,0.001381487,11.71076318,0.000980973,0.003140168,0.034013465,0.764830338,0.315888178,0.006606128,0.032228241,0.007195214,0.000312163,2.646186037,0.000221663,0.000709558,0.007685746,0.172822499,0.071378686,0.001492733,0.007282354,0.043384861,367.770312,0.03080694,0.098615309,1.068174838,24.01909146,9.920300827,0.207461947,1.012110819,8476.927254,0.710085012,2.273035016,24.62091175,553.6284043,228.6581209,4.781897216,23.32866332,8.38E-05,0.000268144,0.002904462,0.065310034,0.026974175,0.000564107,0.002752019,3.201074489,34.67318891,779.6649629,322.015135,6.734260176,32.8533386,10.83173448,243.5635176,100.5959518,2.103749912,10.26322215,22.4861049,9.287150825,0.194220964,0.947514193,0.413017322,0.008637377,0.042137765,0.020912869,0.102024206,4.878537173,2114038.057,3919.309878,9668513.747,15996693.04,-12543.24538,203610.7717,40589.42948,9171.663699,1274689.524,29380975.06,3465.993535,41376700.79,12925878.77,1193334.161,53069.84763,128493.0312,6144208.822,1259436.713
PI576339,68.51360494,0.051564958,0.04434483,28.95244847,6.50856175,3.608362572,46.592779,0.507072799,0.024020976,71.21156444,0.041964449,0.273680465,2.104006171,23.04991616,51.34447406,0.099202093,0.291647057,0.000752624,0.000647241,0.422579552,0.094996633,0.052666366,0.680051488,0.007401053,0.000350602,1.039378449,0.000612498,0.003994542,0.030709319,0.336428308,0.749405525,0.001447918,0.004256776,0.859979961,561.4752673,126.2206356,69.97702946,903.5744618,9.833670389,0.465839154,1381.006937,0.813817193,5.307489365,40.80302323,447.0073698,995.7241554,1.923827685,5.655915747,652.8934307,146.7716008,81.37053492,1050.692461,11.43476689,0.541686057,1605.859438,0.946321112,6.171643066,47.44648139,519.7881229,1157.845764,2.237061061,6.576799463,0.224801773,0.124630653,1.609286311,0.017513987,0.00082967,2.45960422,0.001449427,0.009452757,0.072671096,0.796130116,1.773406975,0.00342638,0.010073312,0.554402449,7.158690474,0.077908579,0.003690673,10.94121362,0.006447576,0.0420493,0.323267452,3.541476143,7.888758843,0.015241784,0.044809755,12.91244382,0.14052712,0.00665703,19.73514663,0.011629776,0.075846166,0.583091674,6.387915766,14.22930014,0.027492274,0.080825319,0.010883077,0.000515551,1.528381993,0.000900664,0.005873882,0.045157344,0.494710053,1.101983508,0.00212913,0.00625949,0.04737185,140.4365697,0.082758234,0.539726181,4.149317764,45.45681847,101.2566128,0.195636788,0.575158158,2964.557455,1.746991823,11.39339474,87.59036865,959.5744925,2137.484895,4.129811048,12.141349,0.000589293,0.003843203,0.02954585,0.323682204,0.721013145,0.001393062,0.004095501,6.521721844,50.13782405,549.2724578,1223.523125,2.363955568,6.949860234,7.687820065,84.2220001,187.6073765,0.362474148,1.06564806,10.95525121,24.40319556,0.047149146,0.138615115,2.227534092,0.004303794,0.012652847,0.001932089,0.005680203,2.939928452,-465108.6226,-6788.558609,-9019858.492,-10488451.94,-16064.56957,-71461.04477,-128897.4191,-9982.418576,-917242.3048,-19362602.77,-6531.363638,-11083396.33,-1699458.609,-221058.5829,-20178.32166,-9058.591623,-4688496.046,-1594765.356
PI576340,-246.9983251,0.10153016,0.078895596,45.95065381,6.515341675,-16.12804766,-101.9821327,0.731017094,0.040086358,50.031462,0.02305722,0.120934443,1.525882611,40.28063689,15.18876275,0.272768881,0.267139781,-0.000411056,-0.000319418,-0.186036297,-0.02637808,0.065296182,0.412885928,-0.002959603,-0.000162294,-0.2025579,-9.33E-05,-0.000489616,-0.006177704,-0.163080607,-0.061493384,-0.001104335,-0.001081545,0.777065616,452.5813215,64.17149052,-158.8498208,-1004.451614,7.19999946,0.39482217,492.7743853,0.227097249,1.191118417,15.02886056,396.7356798,149.5985312,2.686579846,2.631137215,582.4235585,82.58181699,-204.4226606,-1292.62136,9.265626105,0.508093733,634.1477154,0.292249772,1.53284149,19.34052961,510.5562148,192.5172445,3.457339753,3.38599104,0.141789967,-0.35098625,-2.219383713,0.015908742,0.000872378,1.08880849,0.000501782,0.002631833,0.033206984,0.876606393,0.330545085,0.005936126,0.005813623,-2.47539553,-15.65261467,0.112199349,0.00615261,7.679023525,0.003538912,0.018561489,0.234198402,6.182428935,2.331230427,0.041865629,0.041001653,6.32327823,-0.045325827,-0.002485506,-3.102140014,-0.001429635,-0.007498393,-0.094610497,-2.497551951,-0.941760781,-0.016912703,-0.016563678,-0.00716809,-0.000393072,-0.490590466,-0.000226091,-0.00118584,-0.014962254,-0.394977393,-0.148935528,-0.002674673,-0.002619476,0.054836417,68.44089198,0.031541287,0.165433126,2.087341901,55.10218188,20.77757534,0.373136118,0.365435752,1248.091983,0.575188695,3.016847856,38.06488515,1004.84651,378.9010409,6.80453138,6.664107069,0.000460854,0.002417168,0.030498461,0.805106133,0.303584228,0.005451947,0.005339436,5.244970704,66.17808288,1746.985847,658.7421555,11.83008539,11.58594931,12.61743613,333.0782851,125.5950114,2.255510289,2.20896359,26.39825409,9.954083389,0.17876138,0.175072302,0.37707355,0.006771712,0.006631965,0.017958598,0.017587988,0.979363118,-934795.9412,3784.624616,-9207076.447,-11848518.65,-20343.47422,-143476.1196,57960.88659,9166.271747,-1278760.713,-23319552.81,-18684.162,-40542439.38,-7729774.23,-612626.3805,-23207.07946,-61545.2329,-3427062.278,-3499276.433
PI576345,28.98033049,-0.071940726,0.053770554,-266.1508596,5.926343044,-18.21345668,52.04155769,0.469483168,0.019164455,19.43013147,0.012445958,0.066984176,2.153815849,155.8584875,16.49685854,0.199493777,-1.293321908,-0.002482398,0.001855415,-9.183844873,0.204495357,-0.6284765,1.795754458,0.016200063,0.000661292,0.670459278,0.000429462,0.002311367,0.07431992,5.378078333,0.569243285,0.006883765,-0.044627576,-0.747428579,3699.585424,-82.37813837,253.1731024,-723.3949517,-6.525972097,-0.266392297,-270.0852865,-0.173002957,-0.931102308,-29.93875628,-2166.484788,-229.3118176,-2.773029814,17.97760445,-4949.751087,110.215398,-338.7254774,967.8449174,8.731231688,0.356411708,361.3526348,0.231464199,1.245740842,40.05567502,2898.584356,306.8009759,3.710093366,-24.05260508,-0.022266857,0.068432831,-0.195534058,-0.001763974,-7.20E-05,-0.073004203,-4.68E-05,-0.000251677,-0.008092462,-0.585602044,-0.061983112,-0.000749552,0.004859356,-3.073304488,8.781394749,0.079219708,0.003233774,3.278603909,0.002100108,0.011302784,0.363430843,26.2992686,2.78364894,0.033662205,-0.218232711,-2.857313612,-0.02577672,-0.001052214,-1.066800872,-0.000683339,-0.00367773,-0.118254096,-8.557326064,-0.905751106,-0.010953098,0.071009141,0.009021313,0.000368253,0.373357992,0.000239154,0.001287129,0.04138646,2.994885135,0.316993942,0.003833355,-0.024851714,0.040820324,41.38621533,0.026509914,0.142676416,4.587631671,331.9788616,35.13833865,0.424922107,-2.754778014,1013.862976,0.649429279,3.495229855,112.3859686,8132.685575,860.8049877,10.40957208,-67.48545165,0.000640549,0.003447438,0.110849268,8.021483939,0.849034838,0.010267238,-0.066562695,5.38200227,173.0534366,12522.8194,1325.479179,16.02880008,-103.9150125,32.15409952,2326.795637,246.2799368,2.978222468,-19.30787229,72.36388738,7.659363517,0.092623414,-0.600479335,0.105845109,0.001279967,-0.008298052,0.012092834,-0.078398072,-6.483018812,516423.1494,17819.78123,-7178453.449,9604199.847,-1940.339964,87140.27278,-28353.93405,9923.28386,1099982.247,26946925.8,26578.46913,41493241.31,7709629.099,239771.2644,3313.410502,31304.33278,2588667.966,-399299.777
PI576347,14.00836252,0.218754647,-15.28974729,25.36342536,-57.13510432,2.3774045,71.46093524,0.801599817,0.213208811,30.5756349,-0.049311684,-0.222457038,-18.83347569,-33.54282857,23.09868269,2.744190957,0.263693274,0.015616004,-1.091472844,1.810591732,-4.078642613,0.169713234,5.101305391,0.057222949,0.015220109,2.182670163,-0.00352016,-0.015880303,-1.344445196,-2.394486045,1.648920968,0.195896626,0.01882399,-69.89450291,115.9446245,-261.1835003,10.86790401,326.671622,3.66437847,0.974648148,139.771362,-0.225420052,-1.016924858,-86.09406009,-153.3353878,105.5917351,12.54460648,1.205429362,-1.658851837,3.736824635,-0.155490111,-4.673781319,-0.052427277,-0.013944561,-1.999747565,0.003225147,0.014549425,1.231771549,2.193811837,-1.510730181,-0.179479157,-0.017246412,-2.252657261,0.093733574,2.817479667,0.031604557,0.008406152,1.20550101,-0.001944204,-0.008770781,-0.742544645,-1.322488114,0.910708327,0.108194809,0.010396596,-0.041610224,-1.25073606,-0.0140299,-0.00373166,-0.535146216,0.000863072,0.003893526,0.329630547,0.587079152,-0.404281798,-0.048029858,-0.004615258,30.0583831,0.33717435,0.089681336,12.86093086,-0.020741815,-0.093571388,-7.921864239,-14.10901198,9.715924525,1.154280206,0.110916453,0.011217315,0.002983572,0.427865026,-0.000690051,-0.003112988,-0.263549247,-0.469386924,0.323235102,0.038401274,0.003690034,0.265979116,38.14326581,-0.061516586,-0.277516328,-23.49486026,-41.84485557,28.81572849,3.423392693,0.32895875,143.406995,-0.231283517,-1.043376382,-88.33347738,-157.3238385,108.338312,12.87090784,1.23678413,-0.001612777,-0.007275631,-0.61596352,-1.097044385,0.755460443,0.089750907,0.008624294,4.511244015,381.9272488,680.2207114,-468.4221051,-55.64991399,-5.347480641,84.6611816,150.7834001,-103.8343534,-12.3358244,-1.18536719,1.781021683,-1.226469456,-0.145708153,-0.014001307,-0.688632524,-0.081811555,-0.007861391,0.11880292,0.011415944,0.096091445,781288.6839,55773.02006,3571529.547,-51098.86183,30803.75275,-13674.40724,328630.9435,10933.08787,974661.754,3664429.626,25552.65611,-15843885.77,-3512087.956,-41484.04132,-23292.27191,33823.94981,284706.3838,2962869.215
PI576348,9.627071268,0.046649987,0.106053104,38.55727462,-5.856382929,2.15944053,-124.9151207,0.452072421,0.038296553,-9.437814893,-0.066010801,-0.300875905,-1.607700066,27.29136106,9.341805072,0.595736266,0.098255442,0.004845709,0.011016134,4.005088729,-0.60832446,0.224309187,-12.97540209,0.046958458,0.003978007,-0.980341231,-0.006856789,-0.031253109,-0.166997836,2.834856033,0.97036833,0.06188136,0.010206161,2.273379058,826.5227289,-125.53879,46.29027069,-2677.709652,9.690729821,0.820933829,-202.3112006,-1.415022913,-6.449646054,-34.46303346,585.0239789,200.2531117,12.7703415,2.106226573,363.5657353,-55.22123093,20.36187961,-1177.854456,4.262698641,0.361107325,-88.99140682,-0.622431577,-2.837030645,-15.15938723,257.3367503,88.08610732,5.617339288,0.926473993,-0.151887886,0.056006047,-3.239728998,0.011724699,0.000993238,-0.244773911,-0.001712019,-0.00780335,-0.041696413,0.70781354,0.242283853,0.015450684,0.002548298,-0.368732809,21.32973922,-0.077193112,-0.006539284,1.611543338,0.011271599,0.051375723,0.274520994,-4.660105288,-1.59514929,-0.101724268,-0.016777496,-57.84605734,0.209347011,0.017734479,-4.370490766,-0.030568474,-0.139330489,-0.744498422,12.63816284,4.326030258,0.275875282,0.045500416,-0.003619037,-0.000306581,0.075553823,0.000528445,0.002408643,0.01287034,-0.218479243,-0.074785222,-0.004769129,-0.000786578,0.084713313,-20.8767765,-0.146018199,-0.665548021,-3.556288752,60.36944479,20.66439942,1.317789448,0.217344474,-246.4403261,-1.72367475,-7.856474936,-41.98028176,712.6323195,243.9333166,15.55587191,2.565647191,0.006994289,0.031879827,0.170346641,-2.891703362,-0.989827113,-0.063122266,-0.010410825,4.557979941,24.3551063,-413.4378133,-141.5193421,-9.024830184,-1.488475242,5.343399183,-90.70636962,-31.04869786,-1.98000656,-0.326564676,-16.97540582,-5.81066411,-0.37055187,-0.061115531,0.342298981,0.021828749,0.00360024,0.063771002,0.010517822,0.164931108,333222.3264,34613.05283,7143031.482,3142032.763,8642.268667,-56898.99898,154309.5639,-2667.589996,737099.4356,8701105.042,-35307.14791,-5047997.044,-1107507.516,-207266.4756,12209.80975,35670.01493,559345.3772,3391387.979
PI576349,-111.4887558,0.129658957,0.207218215,-120.2343168,10.8845652,-22.35282129,-146.422504,1.319976093,0.061927596,-29.7152988,0.035178367,0.156624019,2.013698553,46.58612228,24.00643096,-3.257333131,0.22590226,-0.001162978,-0.001858647,1.078443435,-0.097629264,0.200493952,1.313338758,-0.011839545,-0.00055546,0.2665318,-0.000315533,-0.001404841,-0.018061898,-0.417854894,-0.215326028,0.029216696,-0.002026234,1.598178942,-927.3120746,83.94765324,-172.3970464,-1129.289537,10.18036948,0.477619114,-229.1804546,0.271314594,1.207969136,15.53073226,359.2973691,185.1505784,-25.12231469,1.742280395,-580.2304425,52.52706755,-107.8709285,-706.6101971,6.36998099,0.298852088,-143.4009976,0.169764841,0.755840979,9.717768052,224.8167334,115.8509686,-15.71933783,1.090166032,-0.090527942,0.185910495,1.21780959,-0.010978364,-0.000515058,0.247144905,-0.000292582,-0.001302657,-0.016748118,-0.387461114,-0.19966372,0.027091543,-0.00187885,-2.05362556,-13.45230621,0.121270448,0.005689487,-2.73004004,0.00323195,0.014389552,0.18500496,4.280016834,2.205547996,-0.299261668,0.020754367,6.550515574,-0.059051879,-0.00277046,1.32937576,-0.001573778,-0.007006902,-0.090086997,-2.084127174,-1.073977671,0.14572358,-0.010106208,-0.009014844,-0.000422938,0.202942157,-0.000240252,-0.001069672,-0.013752658,-0.318162311,-0.163953151,0.022246124,-0.001542811,0.046915695,-22.51199773,0.026650761,0.118656709,1.525556837,35.2931561,18.18701952,-2.467721309,0.171141175,-479.8393693,0.568056398,2.529147389,32.51698224,752.2675669,387.6532006,-52.59905631,3.647844784,-0.001183847,-0.005270821,-0.067766391,-1.567748741,-0.80788119,0.109618051,-0.007602221,4.4522822,57.24252445,1324.28324,682.4202705,-92.59477846,6.421624328,12.85689493,297.4391964,153.2742625,-20.79714949,1.442321946,23.13460583,11.92156141,-1.617587263,0.112182759,0.515312925,-0.069920675,0.004849132,-0.135685856,0.009410073,-0.069351906,871877.5517,-7820.318252,6724391.196,4207533.349,-7251.486722,80102.19389,-39005.25756,-5954.532452,660525.26,14078982.59,-29341.03263,24784480.28,5566691.231,432973.2226,18715.39225,36318.49954,-267666.0681,3859534.444
PI576350,139.1565972,0.159929969,0.156532953,56.50122713,10.16708972,5.411748337,91.91529999,0.738818358,0.095102749,27.6283559,0.042815596,0.334840728,1.57508947,43.05025789,10.1894269,0.337960718,-5.079604442,0.001149281,0.001124869,0.40602622,0.073062219,0.038889628,0.660517014,0.005309259,0.000683422,0.198541474,0.000307679,0.002406215,0.011318827,0.309365555,0.073222737,0.002428636,-0.036502793,0.97875935,353.2873009,63.57213581,33.83823787,574.7221768,4.61963672,0.594652456,172.7528371,0.267714654,2.093670936,9.848619856,269.1819308,63.71180432,2.113179412,-31.76142952,360.9542029,64.95175329,34.57258199,587.1945713,4.719890258,0.60755737,176.5018512,0.273524492,2.139106959,10.06235073,275.0236112,65.09445283,2.1590388,-32.45070357,0.179944582,0.095781076,1.626784137,0.013076147,0.001683198,0.488986829,0.000757782,0.005926256,0.027877084,0.761934919,0.180339922,0.005981476,-0.089902551,0.532280966,9.040472991,0.072667634,0.00935398,2.717430127,0.004211195,0.032933783,0.154920387,4.234275401,1.002197008,0.033240655,-0.499612434,16.98440028,0.136521196,0.017573387,5.105255119,0.007911602,0.06187293,0.291050021,7.954963019,1.882834578,0.062449452,-0.938625399,0.008038035,0.001034678,0.300584951,0.000465816,0.003642927,0.017136314,0.468368791,0.110856701,0.003676871,-0.055263971,0.128722775,37.39532945,0.057951452,0.453211164,2.131903536,58.26906902,13.79151829,0.45743411,-6.875308914,290.5105921,0.450203563,3.520831227,16.56197625,452.671015,107.1412447,3.553637743,-53.41175202,0.001549698,0.012119459,0.057009888,1.558191086,0.36880323,0.012232386,-0.183854749,7.820531686,36.78775031,1005.480748,237.9840002,7.893402091,-118.6391145,4.703996069,128.5693593,30.4306676,1.009317833,-15.17021083,27.33194445,6.469109911,0.214566045,-3.22496248,0.23668678,0.007850376,-0.117992428,0.033167785,-0.498517188,-15.0301623,-975131.9677,-7007.443323,-6097243.518,-6229563.498,-17258.59804,-95910.62878,-180187.9738,-10609.02774,-1319853.462,-10253457.22,-35294.60715,-22775157.88,-2912226.278,-619096.2396,-22651.01338,-95700.37426,-2885341.152,191970.0596
