,DG(12:0_12:0),DG(16:0_18:1),DG(16:0_18:2),DG(16:0_18:3),DG(16:1_18:3),DG(18:1_18:1),DG(18:1_18:2),DG(18:1_18:3),DG(18:1_2:0),DG(18:2_18:2),DG(18:2_18:3),DG(18:3_18:3),DGDG(16:0_18:1),DGDG(16:0_18:2),DGDG(16:0_18:3),DGDG(18:0_18:2),DGDG(18:0_18:3),DGDG(18:2_18:3),DGDG(18:2_18:4),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MGDG(16:0_18:1),MGDG(16:0_18:3),MGDG(18:2_18:2),MGDG(18:2_18:3),MGDG(18:3_18:3),SQDG(16:0_14:0),SQDG(16:0_16:0),SQDG(16:0_18:1),SQDG(16:0_18:2),SQDG(16:0_18:3),SQDG(16:1_18:3),SQDG(18:0_18:3),SQDG(18:1_18:3),SQDG(18:2_18:3),SQDG(18:3_18:3),TG(10:0_10:0_10:0),TG(10:0_12:0_14:0),TG(10:0_12:0_16:0),TG(10:0_14:0_16:0),TG(10:0_16:0_16:0),TG(12:0_12:0_12:0),TG(12:0_12:0_14:0),TG(12:0_12:0_18:1),TG(12:0_14:0_16:0),TG(12:0_14:0_18:1),TG(12:0_16:0_16:0),TG(12:0_16:0_18:1),TG(12:0_16:0_18:3),TG(12:0_18:1_18:3),TG(12:0_18:2_18:3),TG(14:0_14:0_16:1),TG(14:0_14:0_18:0),TG(14:0_16:0_18:1),TG(14:0_18:1_18:2),TG(14:0_18:1_18:3),TG(14:0_18:2_18:3),TG(14:0_18:3_18:3),TG(16:0_16:0_16:0),TG(16:0_16:0_18:1),TG(16:0_16:0_20:1),TG(16:0_18:0_18:2),TG(16:0_18:1_18:2),TG(16:0_18:1_18:3),TG(16:0_18:1_20:0),TG(16:0_18:1_20:2),TG(16:0_18:1_22:0),TG(16:0_18:2_18:3),TG(16:0_18:3_18:3),TG(16:1_16:1_22:5),TG(16:1_20:1_20:2),TG(18:0_18:2_18:2),TG(18:0_18:2_20:1),TG(18:0_18:2_22:0),TG(18:1_18:1_20:3),TG(18:1_18:2_18:2),TG(18:1_18:2_18:3),TG(18:1_18:3_22:0),TG(18:1_20:3_22:0),TG(18:2_18:2_18:4),TG(18:2_18:2_22:1),TG(18:2_18:3_20:3),TG(18:2_20:2_22:2),TG(18:2_20:3_22:0),TG(18:3_18:3_18:3),DG(18:0_18:2),LPC(16:0),LPC(18:3),LPE(16:0),PA(16:0_18:2),PC(14:0_14:0),PC(14:0_18:0),PC(14:0_18:2),PC(14:0_18:3),PC(14:0_22:5),PC(14:0_22:6),PC(16:0_16:0),PC(16:0_18:0),PC(16:0_18:1),PC(16:0_18:2),PC(16:0_18:3),PC(16:0_20:3),PC(16:0_20:4),PC(16:0_20:5),PC(16:0_22:5),PC(16:0_22:6),PC(16:1_16:1),PC(16:1_18:2),PC(18:0_18:1),PC(18:0_18:2),PC(18:0_18:3),PC(18:0_20:2),PC(18:0_20:3),PC(18:0_20:4),PC(18:1_16:0),PC(18:1_18:1),PC(18:1_18:2),PC(18:1_20:1),PC(18:1_20:4),PC(18:1_24:1),PC(18:2_20:0),PE(12:0_12:0),PE(14:0_22:6),PE(16:0_18:0),PE(16:0_18:1),PE(16:0_18:2),PE(16:0_18:3),PE(16:0_20:4),PE(16:0_20:5),PE(18:0_18:2),PE(18:2_18:2),PE(18:2_18:3),PE(18:3_18:3),PG(16:0_16:0),PG(16:0_18:1),PS(18:0_18:2)
PI656038_lowinput,2716422.192,957784.1,3514534.112,3599115.305,62745.10514,514446.2809,387571.6478,1073710.329,4397154.505,1409258.16,997113.0351,50995515.93,543834.5003,1485206.983,15755316.13,370650.3555,3427832.918,823274.3984,38266426.4,817803.5542,433137.0416,1028892.66,139044.103,2973696.645,20972.48497,8174110.143,4145363.56,8628338.935,129471190.9,41372.85502,19568.92991,1379555.459,44218.28948,255454.0351,4177836.958,55755.60665,281255.6009,124814.8221,323305.6053,49287.42384,30620.40813,48913.86352,27921.43054,41617.29592,16940.38613,82846.46535,55842.8612,4499.298319,58412.49848,4514.388096,19243.23958,56729.34615,5081.539745,2126.615898,20421.52864,9028.776016,21809.52698,372273.6312,174949.1807,13425.0307,11417.90798,2073228.755,115168.203,162179.8315,11330.67661,6436.655656,165230.882,9236.549599,22071.74659,76263.5219,34056.2683,18562.38647,1009622.365,5355216.231,7984.827202,723662.0268,17566.59679,495055.9976,37159.20601,1447324.119,11321.68398,11500.20023,15854.6004,2358112.573,164879.3024,5821.666853,12212.28615,15997.36602,164525.5113,429328.968,151070.5156,69504.91807,134620.4158,2212.983977,580491.1444,46644.44148,42320.47334,12157.66415,1264211.36,469595.4937,20461099.74,4401176.361,29773968.61,5739813.529,996928.5988,545676.2994,5614191.01,9504.426886,77694.21148,168325.3455,5048676.228,5550069.081,1655617.484,1202461.83,458809.1621,5864.185129,25418.82412,2428312.308,191445.5092,26149.74762,636169.5142,10277.96299,43700.03393,2101321.765,298710.891,1731330.066,21571.213,208206.8612,5964052.317,9150323.263,1728841.872,2437926.677,1832818.998,1780974.854,249301.1706,695383.7909,323271.4362,1108336.902,155899.5766
PI576422_lowinput,2155254.066,447120.505,1582055.549,2558131.684,34351.94956,386995.2112,211440.7408,478678.4452,3907520.239,598020.1682,571841.7,32027390.98,276189.0065,754843.1605,8345015.042,174647.5073,1937035.968,492600.6565,25527803.96,468245.123,187718.4181,773990.4722,58486.39412,1846460.894,20659.55493,3514280.425,1538564.664,3816494.557,79954529.66,16233.05135,14666.00396,895333.8123,22400.236,138223.7539,2273866.252,31483.10835,163796.223,55285.33171,170581.2957,47113.06806,29735.3593,45708.15421,30559.99229,35086.67561,15330.4294,81613.48801,61119.98475,6091.668283,50270.50523,7341.040143,15559.68719,71946.90622,2245.64532,1192.789326,12808.40189,14682.0811,11085.09324,193174.0095,93984.89835,8666.916419,6163.2969,1060814.808,90353.5332,116475.1518,7477.879083,2884.127217,110733.8366,3994.050445,13585.94374,71018.94343,28243.12049,9171.01083,710189.6746,3635477.379,3169.367638,450233.0403,7790.313359,320618.2746,13152.42172,900465.9966,3189.537496,3168.712695,3490.002677,2108075.379,83110.96215,1601.916615,1616.226974,3447.615873,68230.31684,307426.8582,117841.2855,39076.49371,47107.3405,2004.78415,279411.789,23248.00191,22827.50484,13032.76082,997293.4594,232773.7216,11535904.55,2713877.156,16548784.51,5467682.119,684472.9715,252005.8831,3074486.276,3393.127737,47557.84804,89985.56904,4968748.075,4852761.962,887145.8189,695054.5128,355593.1665,3450.169347,13508.02096,1451707.284,152446.2493,23608.83064,363944.4506,6253.084349,19177.38286,1678958.629,167561.5968,1340131.059,13336.35443,129686.8659,3028905.517,4453024.305,1137997.714,1328689.684,1175660.179,910254.5423,155501.1768,451783.4614,178841.3286,677315.2821,117036.4064
PI533876_lowinput,2621379.532,784404.7789,2595403.032,3793956.286,34287.12873,446846.6941,333016.5409,792078.2696,4198645.737,1006384.564,881282.8585,42177367.72,408205.3774,1548699.289,12434419.28,307331.2809,3017781.294,831532.2136,33186356.17,688918.1695,336583.3246,893693.3412,100486.4835,2409433.209,41944.33761,6178797.637,2962582.141,6974480.274,105308349.1,26527.83981,17794.58301,1264650.925,26851.36856,204597.7323,2919020.122,44195.38386,198968.1912,81888.2928,246065.5963,46936.62239,31024.13351,41718.86701,27132.52894,35163.70296,15291.35272,75679.64936,54265.05813,3579.91681,50303.58745,6011.965674,12239.52796,70122.16169,2652.752737,1176.040923,6407.703312,12023.93065,11821.9661,342163.2666,169304.1179,10474.43174,13958.65255,1782607.453,111099.6605,164124.1463,11090.29742,2402.792701,141916.2178,9111.396909,12829.48183,92250.91565,31051.354,10974.86676,1374292.08,6887900.831,2448.796006,719196.9604,12500.26842,438958.6468,22304.965,1438393.989,3099.427307,3926.657052,4029.073438,3711242.265,154814.4037,1956.014273,2868.382463,5069.557746,95019.44219,484416.6591,287394.771,99326.50251,77062.87375,3149.335385,956744.9196,112696.9839,73274.75993,53981.81272,3546196.591,788479.1471,33097711.18,8347276.278,47094069.46,18616960.23,1931191.19,814122.4052,11457064.72,7167.421855,201469.0316,448929.617,17365492.08,5671372.225,2079084.094,2261090.902,936231.0205,4199.347248,47683.66572,4451128.102,538515.97,43341.65409,1184886.043,11459.0588,61283.7948,6647814.34,269168.8457,5047123.648,26450.04285,349928.5795,9087753.684,12961857.31,3278847.909,4076488.269,3441767.236,2640623.892,658660.4532,1475310.444,328842.6191,1137492.842,231637.5502
PI656005_lowinput,2666161.757,763687.6916,1805602.967,2600326.63,38298.83721,453964.0782,252327.3195,542709.3949,4414517.783,749713.1903,685034.9478,38855571.74,328616.4412,908573.5415,10285440.91,205939.5402,2243933.624,594021.6022,31200638.4,637987.5605,243552.3439,907928.2118,66487.72179,2213801.629,21589.04863,4114727.785,1934030.393,4884626.024,96411904.54,18909.84396,20640.87505,1169896.495,26815.8156,148014.5096,2615060.234,42063.71535,184224.0306,71821.08942,196138.4754,45605.31714,33263.38342,47312.2535,29836.70268,38573.55769,16013.78821,86747.2702,59673.40562,5613.057078,54432.57905,10015.25783,16664.6094,65754.61898,1965.033173,1292.053305,9335.642922,20030.51546,17418.58257,206723.4411,90310.54711,9795.116333,6159.932856,1323952.511,96432.96475,126639.0793,7431.961774,3122.422962,115491.7522,4317.439287,15259.28333,79078.68922,29559.84786,7004.069996,772596.0884,4969705.64,3261.879422,498898.3067,5083.226789,356882.4298,30926.27867,997796.6327,4013.634731,3892.583344,3590.434293,2670012.52,110780.9783,1473.285648,1388.87554,2957.053746,114549.9341,354495.1317,124081.853,46393.28534,47511.39289,2873.047953,300135.6838,25075.27261,24043.25011,11839.96952,974799.7982,246820.1003,12680851.36,3248447.518,18180258.39,5323634.936,729008.4814,276277.9111,3251057.512,3586.297604,54143.28332,95269.35428,4849050.506,5502862.335,1205633.573,735247.0496,335753.7459,23548.31778,14464.37761,1755213.247,159820.8627,56671.7694,393042.4976,31634.51746,29108.90509,1876134.807,252806.8154,1282797.011,17148.95974,152640.5937,3392742.766,5242092.653,1183890.431,1442884.776,1265187.111,1008226.716,163836.9758,478784.423,198478.3105,795990.9613,166781.9779
PI534148_lowinput,2517320.146,1112375.635,3431638.891,2838048.563,53556.43605,451155.6757,451086.2285,1099367.422,4018241.625,1444320.262,745322.0137,45664915.47,778643.1106,1887142.596,13807574.03,527106.0263,2934488.033,985824.6461,34265902.55,714040.4564,415349.8869,902311.409,134266.4249,2668537.521,60174.60858,7209538.525,5089503.741,8868733.272,117132511.7,22524.46871,14714.97237,1239924.177,49815.36763,227569.4146,3138175.244,42598.48274,207023.2642,112914.4606,270798.8242,44779.61126,31452.45379,47164.01707,27922.81246,37860.3207,14522.55477,87216.41412,55845.62016,5716.474276,52225.17191,5237.40344,16123.45062,64432.59915,2079.604727,1581.050195,6478.209489,10474.80668,16723.70306,321837.9517,138987.7805,13941.20373,8112.164505,2075822.586,93203.39197,144899.1877,9519.37818,5090.77248,219841.6415,6862.913464,21245.23623,75393.6756,40358.94547,14952.17369,692848.762,4591425.454,5044.872999,740812.7357,13578.89931,531808.6665,35748.03622,1481625.242,8559.403102,9594.734888,11720.16695,1849427.176,176927.302,2256.291606,4614.541077,8285.075,151556.7366,747560.202,205010.8687,101895.528,111060.7971,4189.031997,495634.6013,56921.53932,38349.65089,11593.00014,967597.3457,439976.3752,23139147.15,4827587.274,33074123.82,6294092.179,1224434.293,585801.1005,3784969.924,7021.82763,131078.206,239793.5709,5708690.305,6261814.618,1400955.952,1486944.513,446578.7812,4217.04815,41682.42965,2509817.63,338174.7739,48825.15794,767768.1801,7202.375594,31784.23183,3980078.337,265523.5043,1332508.058,39869.14221,285396.4688,6569686.887,9514849.159,1539710.69,2533054.418,1632733.452,1951960.614,312045.665,618491.1179,477691.071,1126993.618,123870.098
PI533821_lowinput,2505744.893,546692.7347,1677413.899,2037859.498,32943.40004,452149.8697,272070.187,576639.6571,4440079.691,728781.8784,590804.485,34493810.11,335528.9431,915737.8741,9423784.66,215571.8816,2175809.521,540122.507,26193793.54,567410.9733,226464.8325,904299.748,61631.9663,2003830.313,30063.34138,4099355.638,2020140.363,4628852.014,87317538.04,20759.59001,13888.08786,963712.7562,26262.02115,154778.0966,2471173.784,29993.89325,175754.0057,72757.24134,197434.7358,62010.99966,43126.77203,61325.16813,40585.78353,43980.62041,20447.08875,115778.7674,81171.55728,12610.93743,64268.79197,18903.49822,23391.6816,88894.57388,2958.223753,2533.998121,24373.33253,37806.99124,27105.47277,442126.9716,167967.8534,15657.29408,10213.52537,1212050.135,125121.6726,253030.1932,17972.39053,6879.494031,264293.2677,5836.648553,29019.32925,87792.01086,30061.77307,11619.24878,831121.2542,4935709.614,9264.117662,828279.6748,10505.00551,590714.9905,24238.20436,1656559.321,8664.843807,7246.88866,7474.886859,2230158.133,160176.8924,1738.519202,1897.785348,7190.570651,76732.91008,336048.3417,138102.2566,47229.36098,72940.89713,4722.429822,350487.365,27368.88786,27410.90808,13410.25423,999332.2488,295033.4632,14082808.34,3605991.907,20148910.28,5263309.442,860427.2799,324927.9558,3274236.333,4495.436184,66437.90935,107230.0712,4809873.353,5068921.241,1122368.243,828051.244,390204.7288,3272.740119,19411.60117,1940821.676,196331.5294,23259.47671,435495.6173,6161.862748,26623.88142,2080596.715,199682.4212,1344678.235,17701.06713,184464.2793,3768815.557,5496654.258,1275859.868,1607691.551,1336961.708,1133370.983,173054.0743,507530.2916,232344.6677,756193.8183,135608.9366
PI656026_lowinput,2222514.669,433468.5462,1329633.756,1725135.647,30415.52466,407753.8953,175134.6393,421832.9264,4200875.77,537024.4116,424141.9271,23984981.64,260946.6969,695604.2587,7163206.131,158630.7211,1638575.633,443277.5186,19138367.36,466815.282,177227.3629,815507.8003,45780.57248,1393796.824,19702.17029,3228649.329,1449713.437,3511001.249,58191028.77,15622.76339,10293.55558,783901.3888,21555.90567,120239.6536,2010622.686,28128.10147,142706.6628,54630.92148,164932.4681,46700.3628,24227.40884,31060.3319,19064.7718,22625.02882,12757.93835,60458.4415,38129.54379,4851.866214,35223.06215,6070.411784,11009.66508,44628.86961,2136.527305,1285.60279,7164.12609,12140.82337,10933.16562,170110.652,64688.68814,8144.927757,4746.978051,946342.9049,75129.42416,99836.9701,6449.146961,2148.340003,110013.0109,3855.820682,15246.6396,61436.53105,32163.91288,7493.307149,533625.3696,3319899.526,2404.289601,421247.407,4706.497039,276042.9306,11966.35756,842494.7857,2854.008226,3171.022983,2680.885599,1650152.166,76657.85582,1275.814717,1003.31011,2462.467989,56605.36701,268201.8172,120047.8668,40163.01262,43147.15614,4157.301066,295430.2829,26003.9214,23419.22441,11094.80238,871015.1838,245753.4984,11976234.11,2835480.492,17097034.44,4696584.967,639570.1258,276000.2741,2730579.212,3901.105008,57304.81849,97463.93955,4257884.406,5232352.307,953510.6949,687911.8447,283002.5315,3171.339831,15303.6246,1523329.504,149067.9812,21277.17904,360788.7239,5772.668661,21590.12719,1800036.291,172279.7261,1166634.974,14449.80175,149449.3953,3106005.052,4498850.239,1024990.65,1328383.597,1067435.782,945636.8819,154044.8109,410677.5389,188718.0103,566914.3516,96505.61683
PI561472_lowinput,2477987.972,893791.9088,2623521.512,2351872.501,61176.24869,440116.241,399364.6851,989887.6958,3814565.177,1232065.76,753815.4988,48689101.95,461895.7202,1117970.585,13981611.85,255008.2332,2950730.447,714637.1683,38726946.04,688191.7291,354329.6652,880232.5429,98399.43214,2880794.172,44767.38309,6299965.017,3004666.823,6987877.974,123312297.7,30522.03308,12651.28478,1471400.158,48315.08319,201040.8608,3770355.954,45470.56916,260541.0789,125938.6554,311096.8305,38638.24231,14790.05914,22275.34079,12503.94083,20956.12097,8457.426943,42405.83785,25007.88184,3614.308857,29252.93345,4865.423801,10069.00398,61594.54226,4235.704228,2082.181484,6186.017428,9730.847505,10720.11652,230261.4932,89724.69148,15219.23467,12134.13222,1913177.668,77733.94993,119533.2002,5799.449311,2222.401338,160608.818,3905.42063,13694.29472,97744.23007,24490.32528,8937.062413,768850.9482,8295837.939,2355.12195,916575.2897,5417.848681,537982.696,32331.00644,1833150.052,2844.646947,3459.047393,2785.558033,2989945.766,262489.6407,1250.181906,968.8318049,2417.849457,90814.85269,517186.5283,352148.0672,74627.15909,82917.24303,6574.737929,597129.257,27857.11887,34634.9142,12833.10426,1184431.641,502489.1249,29514503.95,5809612.679,42000548.07,7173371.005,1649427.765,783635.9487,5343878.748,6564.862477,220293.6841,109222.6104,6507300.766,4632397.784,1732522.903,1833717.688,550778.4993,4191.770763,34221.59305,2991116.53,391563.644,45471.8346,950182.9043,8343.782923,40947.60191,3250930.952,258538.38,1573625.852,27179.54974,304519.7919,7464044.884,10144541.22,1624812.935,3293715.241,1728522.36,2509107.422,471519.9315,823914.5203,406944.2198,1244612.001,181624.1808
PI655974_lowinput,2692286.797,884525.9612,3315428.218,3525997.747,56585.80895,495081.3456,353319.3638,1007396.031,4352132.726,1231499.88,967679.549,48095444.96,580451.0314,1433826.417,16362213.11,289704.9164,2928261.038,721242.4533,36140752.61,811266.7617,441988.4593,990162.6031,101669.714,2845978.873,44425.76559,7908617.25,2860175.092,6423167.588,121303603.8,39704.48931,25609.06525,1820099.447,49680.67171,225405.1933,4187430.094,52281.07204,231317.7573,103286.8575,270495.6725,45535.36982,14026.52131,22540.00419,15549.9607,30009.74891,13003.8049,46226.38772,31099.92354,4860.558902,42852.5509,7258.171145,14167.16724,80039.40775,2876.782915,1958.894984,19805.3288,14516.34009,23813.17733,276428.2257,114388.0804,13996.41474,9788.150849,2230608.916,103028.4883,146692.4252,7198.949436,5702.15968,148697.7158,7578.778678,16718.92605,88133.49683,28889.99864,12031.04117,1020856.1,7326893.103,3704.218641,582086.0804,5803.272408,400047.7959,21516.1862,1164172.184,2876.893008,3242.935578,5418.08742,3506657.025,177880.8068,1329.707492,1582.791856,5270.079155,98808.30742,707781.5245,306228.2838,114795.2556,118985.1977,24943.02561,553612.9433,75278.32918,65048.38739,16588.04082,2065313.902,493771.1026,34187209.43,7787395.318,48248114.56,13179389.71,1610341.542,914164.2847,8039467.629,8697.647715,132908.3658,258442.247,12112825.14,5039509.638,1901585.364,1783528.915,619930.2681,5126.476493,43130.98126,4272069.04,389609.4024,34370.18025,929771.5825,9175.364721,47969.93934,6303258.412,293176.764,2905247.264,39754.3498,286391.154,8607760.866,12370840.51,2489951.531,3703908.796,2593731.624,2670530.236,380216.9011,1072929.296,398100.9376,1228438.26,129098.4906
PI576394_lowinput,2470689.999,705628.3167,2434387.128,2721761.026,51525.52486,434830.4854,310566.7535,756128.9604,3917713.999,949344.17,819159.7307,42713947.18,472668.8157,1164425.087,13036468.25,229689.414,2316737.859,636937.1936,32059244.05,606837.3201,323744.5465,869660.9849,88771.43909,2463455.403,40018.29533,5834130.47,2487110.028,5130397.823,109426425,25497.5123,20085.60198,1336370.819,38287.20875,178746.8599,3166405.501,38538.55989,185887.4386,90622.49377,227782.6428,43780.28535,32564.91992,57688.18213,31373.35318,45579.23781,21625.29038,101871.8482,62746.71143,9813.896349,67043.86929,17886.0658,23844.79756,97290.65598,3815.623413,2342.647525,8730.557712,35772.13141,16809.32122,273480.3865,111956.0074,12534.15899,6386.57155,1641233.487,121160.1564,196780.5268,8104.516926,3486.83246,153946.6416,6736.084693,21749.58317,74604.53419,25244.96132,9855.353047,806174.761,5440449.438,3029.186033,564333.0657,7416.388513,357146.6861,14444.11676,1128666.106,3675.352055,3602.584523,3296.011601,2262107.886,128563.5927,3406.057279,893.3538127,2485.846749,76902.0701,403714.3212,145750.7146,63809.40219,71222.9376,9670.98673,438908.4912,35892.80848,35530.01215,11127.45485,1204832.381,376979.5612,20589855.38,5317965.098,29485022.6,7117380.2,954688.4636,403753.6319,5008906.927,4977.903125,76305.8437,129311.1391,6439783.729,4685593.846,1483594.621,975692.7149,364405.3882,7068.530005,24532.73036,2961209.277,270880.3202,27891.14429,515077.2294,10975.88793,33893.48744,3072187.123,236342.2213,1574926.803,22824.80785,224258.8654,5429481.285,7766870.77,1559873.916,2360008.624,1619857.749,1696751.515,167993.8618,696719.1511,301273.0875,989750.253,97423.5308
PI597951_lowinput,2311390.369,719659.2976,2290669.335,2383428.937,58731.55511,379703.3979,357271.7037,708884.8358,3540592.35,910879.5947,725946.0198,41167392.19,437668.5554,1021791.726,11931469.34,237500.4152,3063805.243,619179.5835,31628563.98,549183.8396,302806.5967,759406.8109,82981.71471,2337104.367,20909.77166,5381945.424,2534949.624,5156320.34,106007952.7,19626.35752,13938.73278,1109039.368,36191.18227,179654.2944,2997361.777,43060.74935,201498.838,88531.24181,232786.8801,39289.04663,23459.52316,42820.99796,14140.08592,34684.43537,16176.32364,75893.59637,28280.17188,6414.50508,50700.93276,5122.532665,10968.18799,80394.80556,2279.790412,2154.875127,8065.419263,10245.06503,12221.82058,225566.7957,90655.12427,13647.84801,8165.920252,1515233.975,93960.14781,156435.3318,5434.680495,1857.373335,147331.4933,7722.773469,16073.28936,57828.05762,24669.22389,9300.094873,648045.3703,5634942.608,2447.436049,587341.0252,5102.37814,377316.5447,21278.16037,1174681.825,2834.199818,3053.170308,2685.439165,2249189.972,153834.9708,1204.274764,623.876033,2113.590287,81009.9336,507959.7209,218117.9926,82030.6287,82879.1966,10501.89557,524309.1608,47111.1188,40355.74798,11642.76244,1231659.92,433601.8461,18435370.91,5134374.239,26048383.3,6458281.894,1125378.637,402319.2414,4624449.72,6804.985798,114292.8503,166269.1072,5963081.456,5464610.633,1900487.209,1189397.552,407057.2855,6405.482543,29881.57111,2733973.306,279501.179,37891.49521,621646.9263,13180.97862,35649.39465,3141841.674,215262.1368,1625378.452,31953.1422,290398.1248,6186874.048,8828790.674,1686355.011,2565506.497,1779514.078,1850802.423,241661.3545,744339.501,281601.782,935719.3126,146462.3552
PI656104_lowinput,2715839.746,848071.1992,2250311.542,1975626.448,54879.26329,507290.8734,378038.1001,761935.2889,4273836.096,979650.3428,691907.013,43633557,468152.8712,1547933.266,14104569.25,414202.6258,3299175.711,640932.443,33441273.44,740129.8818,371206.9227,1014581.563,89335.48731,2684056.053,47557.41334,7660196.253,3181843.426,6475669.386,117063150.4,36768.11419,16303.66387,1379839.97,48097.99579,216409.48,3790034.94,57761.3505,274341.7076,107451.1357,262397.4746,75973.85744,18075.2644,40197.6959,21200.60224,37338.25238,13642.88074,70149.14827,42401.2095,6313.250568,50822.63845,10721.09854,20824.54751,99682.55669,3313.202205,7468.133158,8586.616391,21442.20188,16548.63137,301463.278,117283.2793,23475.76984,8731.845106,1860396.206,139309.6003,197025.2286,8134.96625,5828.416092,166290.5535,14259.62796,24719.38856,102958.5944,42701.76145,13449.55309,473091.2319,3832860.78,7388.23019,621357.2226,11900.07665,425828.7247,20308.86144,1242714.421,6995.439673,7805.432567,5120.961325,1488701.933,115249.7327,2327.739869,575.9403075,2101.839731,105025.6473,1075686.404,284495.4717,134809.9017,86508.36251,9484.676025,670917.5494,107238.1651,63245.80561,13929.96867,1322533.69,539265.1539,37727114.83,6606587.878,53272749.56,7436429.154,1877334.472,893889.7073,6867484.859,17750.62661,222991.8422,446004.3354,7032703.809,4929684.164,2136407.631,2419036.856,650479.505,4654.403938,41323.94089,3369030.477,447291.0873,77042.60709,1302358.858,8246.025047,112698.4667,3894078.725,274304.8216,1764959.736,53169.40434,335842.8601,8779521.065,11805013.04,1928846.746,3813273.575,2113671.729,2968731.473,471387.9066,878552.6133,387658.9644,1120845.798,80641.81362
PI656011_lowinput,2418772.627,683084.8355,2246404.251,2531371.249,56287.28421,399758.3008,326005.3875,650953.0854,3592929.05,811974.9421,812146.6892,42388887.02,394087.8963,953447.6599,12801692.83,223591.7892,2723421.339,584266.4144,33728034.95,601805.5435,307077.1032,799516.5688,84131.89559,2406385.777,20214.78268,5237507.189,2119719.898,4557319.91,113319849.2,24249.24654,12612.77953,1394143.359,32239.12431,178742.2167,3412617.996,46238.58058,237008.8455,84997.44972,223444.4058,36520.4194,18096.07854,37160.22585,15749.16972,34159.06689,15029.81804,65699.17516,31498.34142,6126.330501,49032.26586,6701.572312,16836.13654,67958.19529,2239.588485,1535.183848,7082.304357,13403.14442,12529.546,227985.8739,89186.30447,9132.487903,4491.401425,1524020.264,108352.2624,161998.4838,8263.483043,2316.460023,130333.259,4336.231209,19052.73673,64213.89848,22602.6114,8305.740297,718725.6956,5745797.454,2642.202438,602273.8653,5693.301411,383972.0352,13077.96236,1204547.807,2853.676661,2915.374838,2258.695593,2704403.913,129466.5674,4551.589088,426.8404783,1915.944503,83072.08134,381005.9713,155970.9787,52685.66176,75051.39473,8737.2808,531094.586,31617.23986,37518.70218,10288.19208,1287048.275,453914.0367,20078767.19,5115554.517,28687275.95,7028770.93,1140980.558,384890.4287,4691272.783,4966.648677,77107.16459,120865.5774,6610211.292,5784696.908,1625357.531,1101115.385,441933.4198,14908.68907,20982.89614,2736887.94,181420.1198,35669.5137,584818.338,19265.23785,41544.83924,2816796.924,232213.7717,1749961.315,16642.91197,245489.0264,5396344.997,7827081.595,1724165.773,2283825.408,1788916.438,1590725.888,235293.869,723634.6739,295517.941,983109.6982,162756.573
